indicator,category,name,symbol,crash_type,precision,recall,f1,avg_lead_time,median_lead_time,false_alarm_rate,total_signals,true_positives,false_positives,detected_crashes,missed_crashes,total_crashes
M8,momentum,ROC Negative Turn,SUI,A,0.3194444444444444,0.9,0.4715261958997721,8.608695652173912,7.0,0.6805555555555556,72,23,49,18,2,20
M8,momentum,ROC Negative Turn,SUI,B,0.3611111111111111,0.7916666666666666,0.4959839357429719,10.038461538461538,8.5,0.6388888888888888,72,26,46,19,5,24
M8,momentum,ROC Negative Turn,SUI,C,0.1111111111111111,0.8571428571428571,0.19672131147540986,10.625,11.0,0.8888888888888888,72,8,64,6,1,7
M8,momentum,ROC Negative Turn,SUI,D,0.2916666666666667,0.85,0.4343065693430657,10.666666666666666,9.0,0.7083333333333334,72,21,51,17,3,20
T1,trend,EMA Dead Cross (20/50),BTC,ALL,0.5,0.35,0.4117647058823529,10.428571428571429,11.0,0.5,14,7,7,7,13,20
T1,trend,EMA Dead Cross (20/50),BTC,A,0.14285714285714285,0.2222222222222222,0.17391304347826086,9.5,9.5,0.8571428571428571,14,2,12,2,7,9
T1,trend,EMA Dead Cross (20/50),BTC,B,0.42857142857142855,0.4,0.4137931034482759,10.166666666666666,10.0,0.5714285714285714,14,6,8,6,9,15
T1,trend,EMA Dead Cross (20/50),BTC,C,0.14285714285714285,0.2857142857142857,0.19047619047619047,10.5,10.5,0.8571428571428571,14,2,12,2,5,7
T1,trend,EMA Dead Cross (20/50),BTC,D,0.14285714285714285,0.2222222222222222,0.17391304347826086,15.0,15.0,0.8571428571428571,14,2,12,2,7,9
T1,trend,EMA Dead Cross (20/50),ETH,ALL,0.5333333333333333,0.22580645161290322,0.31728045325779036,11.0,11.0,0.4666666666666667,15,8,7,7,24,31
T1,trend,EMA Dead Cross (20/50),ETH,A,0.26666666666666666,0.21052631578947367,0.23529411764705882,13.75,13.5,0.7333333333333333,15,4,11,4,15,19
T1,trend,EMA Dead Cross (20/50),ETH,B,0.26666666666666666,0.16,0.2,10.75,11.0,0.7333333333333333,15,4,11,4,21,25
T1,trend,EMA Dead Cross (20/50),ETH,C,0.3333333333333333,0.36363636363636365,0.34782608695652173,9.8,11.0,0.6666666666666666,15,5,10,4,7,11
T1,trend,EMA Dead Cross (20/50),ETH,D,0.26666666666666666,0.23529411764705882,0.25,13.0,12.0,0.7333333333333333,15,4,11,4,13,17
T1,trend,EMA Dead Cross (20/50),SOL,ALL,0.35714285714285715,0.14285714285714285,0.20408163265306123,13.4,15.0,0.6428571428571429,14,5,9,5,30,35
T1,trend,EMA Dead Cross (20/50),SOL,A,0.35714285714285715,0.21739130434782608,0.27027027027027023,15.4,18.0,0.6428571428571429,14,5,9,5,18,23
T1,trend,EMA Dead Cross (20/50),SOL,B,0.42857142857142855,0.1875,0.26086956521739124,12.166666666666666,13.5,0.5714285714285714,14,6,8,6,26,32
T1,trend,EMA Dead Cross (20/50),SOL,C,0.07142857142857142,0.08333333333333333,0.07692307692307691,15.0,15.0,0.9285714285714286,14,1,13,1,11,12
T1,trend,EMA Dead Cross (20/50),SOL,D,0.2857142857142857,0.16,0.20512820512820512,13.0,14.0,0.7142857142857143,14,4,10,4,21,25
T1,trend,EMA Dead Cross (20/50),DOGE,ALL,0.23076923076923078,0.08823529411764706,0.12765957446808512,8.666666666666666,10.0,0.7692307692307693,13,3,10,3,31,34
T1,trend,EMA Dead Cross (20/50),DOGE,A,0.3076923076923077,0.15384615384615385,0.20512820512820515,6.0,6.5,0.6923076923076923,13,4,9,4,22,26
T1,trend,EMA Dead Cross (20/50),DOGE,B,0.38461538461538464,0.15151515151515152,0.21739130434782608,8.2,10.0,0.6153846153846154,13,5,8,5,28,33
T1,trend,EMA Dead Cross (20/50),DOGE,C,0.0,0.0,0.0,,,1.0,13,0,13,0,7,7
T1,trend,EMA Dead Cross (20/50),DOGE,D,0.0,0.0,0.0,,,1.0,13,0,13,0,24,24
T1,trend,EMA Dead Cross (20/50),OP,ALL,0.3333333333333333,0.125,0.18181818181818182,8.75,10.0,0.6666666666666666,12,4,8,4,28,32
T1,trend,EMA Dead Cross (20/50),OP,A,0.3333333333333333,0.14814814814814814,0.20512820512820512,10.5,11.5,0.6666666666666666,12,4,8,4,23,27
T1,trend,EMA Dead Cross (20/50),OP,B,0.3333333333333333,0.125,0.18181818181818182,9.25,11.0,0.6666666666666666,12,4,8,4,28,32
T1,trend,EMA Dead Cross (20/50),OP,C,0.08333333333333333,0.2,0.11764705882352941,9.0,9.0,0.9166666666666666,12,1,11,1,4,5
T1,trend,EMA Dead Cross (20/50),OP,D,0.3333333333333333,0.17391304347826086,0.22857142857142854,11.5,12.0,0.6666666666666666,12,4,8,4,19,23
T1,trend,EMA Dead Cross (20/50),AVAX,ALL,0.3333333333333333,0.13333333333333333,0.19047619047619044,11.0,11.5,0.6666666666666666,12,4,8,4,26,30
T1,trend,EMA Dead Cross (20/50),AVAX,A,0.16666666666666666,0.08333333333333333,0.1111111111111111,14.5,14.5,0.8333333333333334,12,2,10,2,22,24
T1,trend,EMA Dead Cross (20/50),AVAX,B,0.3333333333333333,0.13793103448275862,0.1951219512195122,11.25,12.0,0.6666666666666666,12,4,8,4,25,29
T1,trend,EMA Dead Cross (20/50),AVAX,C,0.0,0.0,0.0,,,1.0,12,0,12,0,5,5
T1,trend,EMA Dead Cross (20/50),AVAX,D,0.25,0.13636363636363635,0.1764705882352941,9.0,11.0,0.75,12,3,9,3,19,22
T1,trend,EMA Dead Cross (20/50),XRP,ALL,0.2631578947368421,0.16129032258064516,0.19999999999999998,13.2,14.0,0.7368421052631579,19,5,14,5,26,31
T1,trend,EMA Dead Cross (20/50),XRP,A,0.21052631578947367,0.16666666666666666,0.186046511627907,12.0,14.5,0.7894736842105263,19,4,15,3,15,18
T1,trend,EMA Dead Cross (20/50),XRP,B,0.21052631578947367,0.13043478260869565,0.1610738255033557,12.75,15.5,0.7894736842105263,19,4,15,3,20,23
T1,trend,EMA Dead Cross (20/50),XRP,C,0.10526315789473684,0.14285714285714285,0.12121212121212122,13.5,13.5,0.8947368421052632,19,2,17,2,12,14
T1,trend,EMA Dead Cross (20/50),XRP,D,0.15789473684210525,0.10526315789473684,0.1263157894736842,8.333333333333334,8.0,0.8421052631578947,19,3,16,2,17,19
T1,trend,EMA Dead Cross (20/50),XLM,ALL,0.2222222222222222,0.15384615384615385,0.18181818181818185,15.75,16.0,0.7777777777777778,18,4,14,4,22,26
T1,trend,EMA Dead Cross (20/50),XLM,A,0.1111111111111111,0.13333333333333333,0.1212121212121212,18.5,18.5,0.8888888888888888,18,2,16,2,13,15
T1,trend,EMA Dead Cross (20/50),XLM,B,0.1111111111111111,0.09523809523809523,0.10256410256410256,18.0,18.0,0.8888888888888888,18,2,16,2,19,21
T1,trend,EMA Dead Cross (20/50),XLM,C,0.1111111111111111,0.2,0.14285714285714285,13.5,13.5,0.8888888888888888,18,2,16,2,8,10
T1,trend,EMA Dead Cross (20/50),XLM,D,0.16666666666666666,0.17647058823529413,0.17142857142857143,17.666666666666668,18.0,0.8333333333333334,18,3,15,3,14,17
T1,trend,EMA Dead Cross (20/50),SUI,ALL,0.125,0.07142857142857142,0.09090909090909091,1.0,1.0,0.875,8,1,7,2,26,28
T1,trend,EMA Dead Cross (20/50),SUI,A,0.125,0.1,0.11111111111111112,1.0,1.0,0.875,8,1,7,2,18,20
T1,trend,EMA Dead Cross (20/50),SUI,B,0.125,0.041666666666666664,0.0625,16.0,16.0,0.875,8,1,7,1,23,24
T1,trend,EMA Dead Cross (20/50),SUI,C,0.0,0.0,0.0,,,1.0,8,0,8,0,7,7
T1,trend,EMA Dead Cross (20/50),SUI,D,0.375,0.15,0.21428571428571425,9.666666666666666,11.0,0.625,8,3,5,3,17,20
T2,trend,MA Dead Cross (50/200),BTC,ALL,0.0,0.0,0.0,,,1.0,4,0,4,0,20,20
T2,trend,MA Dead Cross (50/200),BTC,A,0.0,0.0,0.0,,,1.0,4,0,4,0,9,9
T2,trend,MA Dead Cross (50/200),BTC,B,0.0,0.0,0.0,,,1.0,4,0,4,0,15,15
T2,trend,MA Dead Cross (50/200),BTC,C,0.0,0.0,0.0,,,1.0,4,0,4,0,7,7
T2,trend,MA Dead Cross (50/200),BTC,D,0.0,0.0,0.0,,,1.0,4,0,4,0,9,9
T2,trend,MA Dead Cross (50/200),ETH,ALL,0.25,0.03225806451612903,0.05714285714285715,19.0,19.0,0.75,4,1,3,1,30,31
T2,trend,MA Dead Cross (50/200),ETH,A,0.0,0.0,0.0,,,1.0,4,0,4,0,19,19
T2,trend,MA Dead Cross (50/200),ETH,B,0.25,0.04,0.06896551724137932,19.0,19.0,0.75,4,1,3,1,24,25
T2,trend,MA Dead Cross (50/200),ETH,C,0.0,0.0,0.0,,,1.0,4,0,4,0,11,11
T2,trend,MA Dead Cross (50/200),ETH,D,0.25,0.058823529411764705,0.09523809523809523,19.0,19.0,0.75,4,1,3,1,16,17
T2,trend,MA Dead Cross (50/200),SOL,ALL,0.2,0.02857142857142857,0.049999999999999996,21.0,21.0,0.8,5,1,4,1,34,35
T2,trend,MA Dead Cross (50/200),SOL,A,0.2,0.043478260869565216,0.07142857142857142,21.0,21.0,0.8,5,1,4,1,22,23
T2,trend,MA Dead Cross (50/200),SOL,B,0.0,0.0,0.0,,,1.0,5,0,5,0,32,32
T2,trend,MA Dead Cross (50/200),SOL,C,0.0,0.0,0.0,,,1.0,5,0,5,0,12,12
T2,trend,MA Dead Cross (50/200),SOL,D,0.0,0.0,0.0,,,1.0,5,0,5,0,25,25
T2,trend,MA Dead Cross (50/200),DOGE,ALL,0.75,0.08823529411764706,0.15789473684210525,14.0,15.0,0.25,4,3,1,3,31,34
T2,trend,MA Dead Cross (50/200),DOGE,A,0.5,0.07692307692307693,0.13333333333333336,17.5,17.5,0.5,4,2,2,2,24,26
T2,trend,MA Dead Cross (50/200),DOGE,B,0.75,0.09090909090909091,0.16216216216216214,14.0,15.0,0.25,4,3,1,3,30,33
T2,trend,MA Dead Cross (50/200),DOGE,C,0.0,0.0,0.0,,,1.0,4,0,4,0,7,7
T2,trend,MA Dead Cross (50/200),DOGE,D,0.25,0.041666666666666664,0.07142857142857142,19.0,19.0,0.75,4,1,3,1,23,24
T2,trend,MA Dead Cross (50/200),OP,ALL,0.2,0.03125,0.05405405405405406,14.0,14.0,0.8,5,1,4,1,31,32
T2,trend,MA Dead Cross (50/200),OP,A,0.2,0.037037037037037035,0.0625,5.0,5.0,0.8,5,1,4,1,26,27
T2,trend,MA Dead Cross (50/200),OP,B,0.2,0.03125,0.05405405405405406,14.0,14.0,0.8,5,1,4,1,31,32
T2,trend,MA Dead Cross (50/200),OP,C,0.0,0.0,0.0,,,1.0,5,0,5,0,5,5
T2,trend,MA Dead Cross (50/200),OP,D,0.2,0.043478260869565216,0.07142857142857142,2.0,2.0,0.8,5,1,4,1,22,23
T2,trend,MA Dead Cross (50/200),AVAX,ALL,0.5,0.06666666666666667,0.11764705882352941,9.0,9.0,0.5,4,2,2,2,28,30
T2,trend,MA Dead Cross (50/200),AVAX,A,0.5,0.08333333333333333,0.14285714285714285,4.5,4.5,0.5,4,2,2,2,22,24
T2,trend,MA Dead Cross (50/200),AVAX,B,0.5,0.06896551724137931,0.1212121212121212,9.0,9.0,0.5,4,2,2,2,27,29
T2,trend,MA Dead Cross (50/200),AVAX,C,0.0,0.0,0.0,,,1.0,4,0,4,0,5,5
T2,trend,MA Dead Cross (50/200),AVAX,D,0.25,0.045454545454545456,0.07692307692307693,4.0,4.0,0.75,4,1,3,1,21,22
T2,trend,MA Dead Cross (50/200),XRP,ALL,0.16666666666666666,0.03225806451612903,0.05405405405405405,13.0,13.0,0.8333333333333334,6,1,5,1,30,31
T2,trend,MA Dead Cross (50/200),XRP,A,0.0,0.0,0.0,,,1.0,6,0,6,0,18,18
T2,trend,MA Dead Cross (50/200),XRP,B,0.16666666666666666,0.043478260869565216,0.06896551724137931,13.0,13.0,0.8333333333333334,6,1,5,1,22,23
T2,trend,MA Dead Cross (50/200),XRP,C,0.0,0.0,0.0,,,1.0,6,0,6,0,14,14
T2,trend,MA Dead Cross (50/200),XRP,D,0.0,0.0,0.0,,,1.0,6,0,6,0,19,19
T2,trend,MA Dead Cross (50/200),XLM,ALL,0.2,0.038461538461538464,0.06451612903225806,17.0,17.0,0.8,5,1,4,1,25,26
T2,trend,MA Dead Cross (50/200),XLM,A,0.0,0.0,0.0,,,1.0,5,0,5,0,15,15
T2,trend,MA Dead Cross (50/200),XLM,B,0.0,0.0,0.0,,,1.0,5,0,5,0,21,21
T2,trend,MA Dead Cross (50/200),XLM,C,0.2,0.1,0.13333333333333333,17.0,17.0,0.8,5,1,4,1,9,10
T2,trend,MA Dead Cross (50/200),XLM,D,0.0,0.0,0.0,,,1.0,5,0,5,0,17,17
T2,trend,MA Dead Cross (50/200),SUI,ALL,0.5,0.07142857142857142,0.125,12.5,12.5,0.5,4,2,2,2,26,28
T2,trend,MA Dead Cross (50/200),SUI,A,0.25,0.05,0.08333333333333334,15.0,15.0,0.75,4,1,3,1,19,20
T2,trend,MA Dead Cross (50/200),SUI,B,0.5,0.08333333333333333,0.14285714285714285,13.0,13.0,0.5,4,2,2,2,22,24
T2,trend,MA Dead Cross (50/200),SUI,C,0.0,0.0,0.0,,,1.0,4,0,4,0,7,7
T2,trend,MA Dead Cross (50/200),SUI,D,0.25,0.05,0.08333333333333334,9.0,9.0,0.75,4,1,3,1,19,20
T3,trend,Close Breaks Below EMA(200),BTC,ALL,0.14814814814814814,0.15,0.14906832298136644,9.0,10.5,0.8518518518518519,27,4,23,3,17,20
T3,trend,Close Breaks Below EMA(200),BTC,A,0.037037037037037035,0.1111111111111111,0.05555555555555555,1.0,1.0,0.9629629629629629,27,1,26,1,8,9
T3,trend,Close Breaks Below EMA(200),BTC,B,0.037037037037037035,0.06666666666666667,0.047619047619047616,1.0,1.0,0.9629629629629629,27,1,26,1,14,15
T3,trend,Close Breaks Below EMA(200),BTC,C,0.1111111111111111,0.2857142857142857,0.16,11.666666666666666,11.0,0.8888888888888888,27,3,24,2,5,7
T3,trend,Close Breaks Below EMA(200),BTC,D,0.037037037037037035,0.1111111111111111,0.05555555555555555,5.0,5.0,0.9629629629629629,27,1,26,1,8,9
T3,trend,Close Breaks Below EMA(200),ETH,ALL,0.26666666666666666,0.0967741935483871,0.14201183431952663,11.25,11.0,0.7333333333333333,15,4,11,3,28,31
T3,trend,Close Breaks Below EMA(200),ETH,A,0.26666666666666666,0.15789473684210525,0.19834710743801653,8.0,7.0,0.7333333333333333,15,4,11,3,16,19
T3,trend,Close Breaks Below EMA(200),ETH,B,0.26666666666666666,0.12,0.16551724137931034,6.25,3.5,0.7333333333333333,15,4,11,3,22,25
T3,trend,Close Breaks Below EMA(200),ETH,C,0.06666666666666667,0.09090909090909091,0.07692307692307691,21.0,21.0,0.9333333333333333,15,1,14,1,10,11
T3,trend,Close Breaks Below EMA(200),ETH,D,0.13333333333333333,0.11764705882352941,0.125,9.5,9.5,0.8666666666666667,15,2,13,2,15,17
T3,trend,Close Breaks Below EMA(200),SOL,ALL,0.3333333333333333,0.08571428571428572,0.13636363636363638,10.714285714285714,13.0,0.6666666666666666,21,7,14,3,32,35
T3,trend,Close Breaks Below EMA(200),SOL,A,0.38095238095238093,0.13043478260869565,0.194331983805668,11.375,14.0,0.6190476190476191,21,8,13,3,20,23
T3,trend,Close Breaks Below EMA(200),SOL,B,0.3333333333333333,0.09375,0.14634146341463417,10.714285714285714,13.0,0.6666666666666666,21,7,14,3,29,32
T3,trend,Close Breaks Below EMA(200),SOL,C,0.0,0.0,0.0,,,1.0,21,0,21,0,12,12
T3,trend,Close Breaks Below EMA(200),SOL,D,0.19047619047619047,0.08,0.11267605633802817,11.25,11.5,0.8095238095238095,21,4,17,2,23,25
T3,trend,Close Breaks Below EMA(200),DOGE,ALL,0.5172413793103449,0.29411764705882354,0.37500000000000006,10.333333333333334,10.0,0.4827586206896552,29,15,14,10,24,34
T3,trend,Close Breaks Below EMA(200),DOGE,A,0.4827586206896552,0.34615384615384615,0.4032,9.5,8.0,0.5172413793103449,29,14,15,9,17,26
T3,trend,Close Breaks Below EMA(200),DOGE,B,0.6206896551724138,0.36363636363636365,0.4585987261146497,9.38888888888889,9.5,0.3793103448275862,29,18,11,12,21,33
T3,trend,Close Breaks Below EMA(200),DOGE,C,0.06896551724137931,0.14285714285714285,0.09302325581395349,17.0,17.0,0.9310344827586207,29,2,27,1,6,7
T3,trend,Close Breaks Below EMA(200),DOGE,D,0.3448275862068966,0.25,0.2898550724637681,9.9,9.0,0.6551724137931034,29,10,19,6,18,24
T3,trend,Close Breaks Below EMA(200),OP,ALL,0.5,0.125,0.2,6.4,2.0,0.5,10,5,5,4,28,32
T3,trend,Close Breaks Below EMA(200),OP,A,0.2,0.07407407407407407,0.10810810810810811,13.0,13.0,0.8,10,2,8,2,25,27
T3,trend,Close Breaks Below EMA(200),OP,B,0.6,0.125,0.20689655172413793,5.666666666666667,2.0,0.4,10,6,4,4,28,32
T3,trend,Close Breaks Below EMA(200),OP,C,0.0,0.0,0.0,,,1.0,10,0,10,0,5,5
T3,trend,Close Breaks Below EMA(200),OP,D,0.3,0.13043478260869565,0.18181818181818182,12.333333333333334,16.0,0.7,10,3,7,3,20,23
T3,trend,Close Breaks Below EMA(200),AVAX,ALL,0.4,0.16666666666666666,0.23529411764705882,7.0,5.5,0.6,20,8,12,5,25,30
T3,trend,Close Breaks Below EMA(200),AVAX,A,0.3,0.20833333333333334,0.24590163934426232,7.0,4.5,0.7,20,6,14,5,19,24
T3,trend,Close Breaks Below EMA(200),AVAX,B,0.25,0.1724137931034483,0.20408163265306123,3.0,1.0,0.75,20,5,15,5,24,29
T3,trend,Close Breaks Below EMA(200),AVAX,C,0.0,0.0,0.0,,,1.0,20,0,20,0,5,5
T3,trend,Close Breaks Below EMA(200),AVAX,D,0.2,0.09090909090909091,0.12500000000000003,7.25,5.5,0.8,20,4,16,2,20,22
T3,trend,Close Breaks Below EMA(200),XRP,ALL,0.2972972972972973,0.16129032258064516,0.2091254752851711,11.545454545454545,12.0,0.7027027027027027,37,11,26,5,26,31
T3,trend,Close Breaks Below EMA(200),XRP,A,0.2702702702702703,0.3333333333333333,0.29850746268656714,6.6,5.5,0.7297297297297297,37,10,27,6,12,18
T3,trend,Close Breaks Below EMA(200),XRP,B,0.21621621621621623,0.17391304347826086,0.19277108433734938,9.375,9.0,0.7837837837837838,37,8,29,4,19,23
T3,trend,Close Breaks Below EMA(200),XRP,C,0.05405405405405406,0.07142857142857142,0.06153846153846154,12.0,12.0,0.9459459459459459,37,2,35,1,13,14
T3,trend,Close Breaks Below EMA(200),XRP,D,0.24324324324324326,0.21052631578947367,0.225705329153605,11.444444444444445,12.0,0.7567567567567568,37,9,28,4,15,19
T3,trend,Close Breaks Below EMA(200),XLM,ALL,0.375,0.2692307692307692,0.31343283582089554,14.11111111111111,17.0,0.625,24,9,15,7,19,26
T3,trend,Close Breaks Below EMA(200),XLM,A,0.125,0.13333333333333333,0.12903225806451615,15.666666666666666,17.0,0.875,24,3,21,2,13,15
T3,trend,Close Breaks Below EMA(200),XLM,B,0.20833333333333334,0.19047619047619047,0.1990049751243781,13.2,17.0,0.7916666666666666,24,5,19,4,17,21
T3,trend,Close Breaks Below EMA(200),XLM,C,0.08333333333333333,0.2,0.11764705882352941,15.5,15.5,0.9166666666666666,24,2,22,2,8,10
T3,trend,Close Breaks Below EMA(200),XLM,D,0.20833333333333334,0.17647058823529413,0.19108280254777069,15.4,17.0,0.7916666666666666,24,5,19,3,14,17
T3,trend,Close Breaks Below EMA(200),SUI,ALL,0.1875,0.10714285714285714,0.13636363636363635,12.0,15.0,0.8125,16,3,13,3,25,28
T3,trend,Close Breaks Below EMA(200),SUI,A,0.1875,0.15,0.16666666666666663,12.0,15.0,0.8125,16,3,13,3,17,20
T3,trend,Close Breaks Below EMA(200),SUI,B,0.125,0.041666666666666664,0.0625,16.0,16.0,0.875,16,2,14,1,23,24
T3,trend,Close Breaks Below EMA(200),SUI,C,0.0,0.0,0.0,,,1.0,16,0,16,0,7,7
T3,trend,Close Breaks Below EMA(200),SUI,D,0.125,0.05,0.07142857142857144,16.0,16.0,0.875,16,2,14,1,19,20
T4,trend,ADX +DI/-DI Bearish Cross,BTC,ALL,0.4375,0.3,0.3559322033898305,8.0,11.0,0.5625,16,7,9,6,14,20
T4,trend,ADX +DI/-DI Bearish Cross,BTC,A,0.3125,0.4444444444444444,0.3669724770642202,11.2,12.0,0.6875,16,5,11,4,5,9
T4,trend,ADX +DI/-DI Bearish Cross,BTC,B,0.375,0.3333333333333333,0.35294117647058826,7.5,8.0,0.625,16,6,10,5,10,15
T4,trend,ADX +DI/-DI Bearish Cross,BTC,C,0.0625,0.14285714285714285,0.08695652173913043,11.0,11.0,0.9375,16,1,15,1,6,7
T4,trend,ADX +DI/-DI Bearish Cross,BTC,D,0.1875,0.2222222222222222,0.20338983050847456,11.333333333333334,12.0,0.8125,16,3,13,2,7,9
T4,trend,ADX +DI/-DI Bearish Cross,ETH,ALL,0.16666666666666666,0.06451612903225806,0.09302325581395349,10.0,10.0,0.8333333333333334,12,2,10,2,29,31
T4,trend,ADX +DI/-DI Bearish Cross,ETH,A,0.25,0.15789473684210525,0.1935483870967742,6.0,4.0,0.75,12,3,9,3,16,19
T4,trend,ADX +DI/-DI Bearish Cross,ETH,B,0.16666666666666666,0.08,0.10810810810810811,11.0,11.0,0.8333333333333334,12,2,10,2,23,25
T4,trend,ADX +DI/-DI Bearish Cross,ETH,C,0.16666666666666666,0.18181818181818182,0.17391304347826086,12.5,12.5,0.8333333333333334,12,2,10,2,9,11
T4,trend,ADX +DI/-DI Bearish Cross,ETH,D,0.25,0.17647058823529413,0.20689655172413793,11.333333333333334,11.0,0.75,12,3,9,3,14,17
T4,trend,ADX +DI/-DI Bearish Cross,SOL,ALL,0.46153846153846156,0.17142857142857143,0.25000000000000006,5.0,1.0,0.5384615384615384,13,6,7,6,29,35
T4,trend,ADX +DI/-DI Bearish Cross,SOL,A,0.46153846153846156,0.2608695652173913,0.33333333333333337,9.333333333333334,7.5,0.5384615384615384,13,6,7,6,17,23
T4,trend,ADX +DI/-DI Bearish Cross,SOL,B,0.5384615384615384,0.21875,0.3111111111111111,4.571428571428571,1.0,0.46153846153846156,13,7,6,7,25,32
T4,trend,ADX +DI/-DI Bearish Cross,SOL,C,0.23076923076923078,0.25,0.24000000000000002,7.0,3.0,0.7692307692307693,13,3,10,3,9,12
T4,trend,ADX +DI/-DI Bearish Cross,SOL,D,0.46153846153846156,0.24,0.3157894736842105,7.166666666666667,5.0,0.5384615384615384,13,6,7,6,19,25
T4,trend,ADX +DI/-DI Bearish Cross,DOGE,ALL,0.6875,0.29411764705882354,0.4119850187265917,9.090909090909092,8.0,0.3125,16,11,5,10,24,34
T4,trend,ADX +DI/-DI Bearish Cross,DOGE,A,0.6875,0.38461538461538464,0.4932735426008969,8.363636363636363,6.0,0.3125,16,11,5,10,16,26
T4,trend,ADX +DI/-DI Bearish Cross,DOGE,B,0.6875,0.30303030303030304,0.4206500956022945,8.909090909090908,8.0,0.3125,16,11,5,10,23,33
T4,trend,ADX +DI/-DI Bearish Cross,DOGE,C,0.125,0.2857142857142857,0.17391304347826086,15.5,15.5,0.875,16,2,14,2,5,7
T4,trend,ADX +DI/-DI Bearish Cross,DOGE,D,0.625,0.3333333333333333,0.43478260869565216,11.4,11.0,0.375,16,10,6,8,16,24
T4,trend,ADX +DI/-DI Bearish Cross,OP,ALL,0.4666666666666667,0.21875,0.2978723404255319,6.857142857142857,3.0,0.5333333333333333,15,7,8,7,25,32
T4,trend,ADX +DI/-DI Bearish Cross,OP,A,0.6,0.2962962962962963,0.396694214876033,6.555555555555555,4.0,0.4,15,9,6,8,19,27
T4,trend,ADX +DI/-DI Bearish Cross,OP,B,0.4666666666666667,0.21875,0.2978723404255319,8.285714285714286,3.0,0.5333333333333333,15,7,8,7,25,32
T4,trend,ADX +DI/-DI Bearish Cross,OP,C,0.2,0.4,0.26666666666666666,11.666666666666666,15.0,0.8,15,3,12,2,3,5
T4,trend,ADX +DI/-DI Bearish Cross,OP,D,0.3333333333333333,0.21739130434782608,0.26315789473684204,12.8,15.0,0.6666666666666666,15,5,10,5,18,23
T4,trend,ADX +DI/-DI Bearish Cross,AVAX,ALL,0.0,0.0,0.0,,,1.0,11,0,11,0,30,30
T4,trend,ADX +DI/-DI Bearish Cross,AVAX,A,0.2727272727272727,0.125,0.17142857142857143,2.0,1.0,0.7272727272727273,11,3,8,3,21,24
T4,trend,ADX +DI/-DI Bearish Cross,AVAX,B,0.0,0.0,0.0,,,1.0,11,0,11,0,29,29
T4,trend,ADX +DI/-DI Bearish Cross,AVAX,C,0.09090909090909091,0.2,0.12500000000000003,2.0,2.0,0.9090909090909091,11,1,10,1,4,5
T4,trend,ADX +DI/-DI Bearish Cross,AVAX,D,0.09090909090909091,0.045454545454545456,0.060606060606060615,7.0,7.0,0.9090909090909091,11,1,10,1,21,22
T4,trend,ADX +DI/-DI Bearish Cross,XRP,ALL,0.1,0.03225806451612903,0.04878048780487805,20.0,20.0,0.9,10,1,9,1,30,31
T4,trend,ADX +DI/-DI Bearish Cross,XRP,A,0.3,0.16666666666666666,0.21428571428571427,10.666666666666666,10.0,0.7,10,3,7,3,15,18
T4,trend,ADX +DI/-DI Bearish Cross,XRP,B,0.1,0.043478260869565216,0.06060606060606061,20.0,20.0,0.9,10,1,9,1,22,23
T4,trend,ADX +DI/-DI Bearish Cross,XRP,C,0.2,0.14285714285714285,0.16666666666666666,2.0,2.0,0.8,10,2,8,2,12,14
T4,trend,ADX +DI/-DI Bearish Cross,XRP,D,0.1,0.05263157894736842,0.06896551724137931,20.0,20.0,0.9,10,1,9,1,18,19
T4,trend,ADX +DI/-DI Bearish Cross,XLM,ALL,0.15384615384615385,0.07692307692307693,0.10256410256410257,9.5,9.5,0.8461538461538461,13,2,11,2,24,26
T4,trend,ADX +DI/-DI Bearish Cross,XLM,A,0.23076923076923078,0.2,0.21428571428571427,2.6666666666666665,2.0,0.7692307692307693,13,3,10,3,12,15
T4,trend,ADX +DI/-DI Bearish Cross,XLM,B,0.07692307692307693,0.047619047619047616,0.058823529411764705,2.0,2.0,0.9230769230769231,13,1,12,1,20,21
T4,trend,ADX +DI/-DI Bearish Cross,XLM,C,0.0,0.0,0.0,,,1.0,13,0,13,0,10,10
T4,trend,ADX +DI/-DI Bearish Cross,XLM,D,0.15384615384615385,0.11764705882352941,0.13333333333333333,9.5,9.5,0.8461538461538461,13,2,11,2,15,17
T4,trend,ADX +DI/-DI Bearish Cross,SUI,ALL,0.6363636363636364,0.21428571428571427,0.32061068702290074,6.857142857142857,5.0,0.36363636363636365,11,7,4,6,22,28
T4,trend,ADX +DI/-DI Bearish Cross,SUI,A,0.5454545454545454,0.25,0.34285714285714286,8.0,8.5,0.45454545454545453,11,6,5,5,15,20
T4,trend,ADX +DI/-DI Bearish Cross,SUI,B,0.5454545454545454,0.20833333333333334,0.3015075376884422,6.833333333333333,5.0,0.45454545454545453,11,6,5,5,19,24
T4,trend,ADX +DI/-DI Bearish Cross,SUI,C,0.09090909090909091,0.14285714285714285,0.1111111111111111,5.0,5.0,0.9090909090909091,11,1,10,1,6,7
T4,trend,ADX +DI/-DI Bearish Cross,SUI,D,0.5454545454545454,0.25,0.34285714285714286,12.5,12.5,0.45454545454545453,11,6,5,5,15,20
T5,trend,Parabolic SAR Bearish Flip,BTC,ALL,0.3088235294117647,0.75,0.4375,8.476190476190476,7.0,0.6911764705882353,68,21,47,15,5,20
