indicator,category,name,symbol,crash_type,precision,recall,f1,avg_lead_time,median_lead_time,false_alarm_rate,total_signals,true_positives,false_positives,detected_crashes,missed_crashes,total_crashes
VOL5,volume,Force Index Negative Flip,ETH,D,0.1935483870967742,0.6470588235294118,0.2979683972911964,10.666666666666666,11.5,0.8064516129032258,93,18,75,11,6,17
VOL5,volume,Force Index Negative Flip,SOL,ALL,0.4,0.6571428571428571,0.49729729729729727,9.8,9.5,0.6,100,40,60,23,12,35
VOL5,volume,Force Index Negative Flip,SOL,A,0.27,0.8260869565217391,0.406981356604522,9.148148148148149,6.0,0.73,100,27,73,19,4,23
VOL5,volume,Force Index Negative Flip,SOL,B,0.37,0.78125,0.502171552660152,9.216216216216216,9.0,0.63,100,37,63,25,7,32
VOL5,volume,Force Index Negative Flip,SOL,C,0.18,0.8333333333333334,0.29605263157894735,8.777777777777779,9.0,0.82,100,18,82,10,2,12
VOL5,volume,Force Index Negative Flip,SOL,D,0.22,0.52,0.3091891891891892,10.909090909090908,10.5,0.78,100,22,78,13,12,25
VOL5,volume,Force Index Negative Flip,DOGE,ALL,0.3253012048192771,0.5294117647058824,0.40298507462686567,10.0,10.0,0.6746987951807228,83,27,56,18,16,34
VOL5,volume,Force Index Negative Flip,DOGE,A,0.3132530120481928,0.6923076923076923,0.4313364055299539,10.0,8.0,0.6867469879518072,83,26,57,18,8,26
VOL5,volume,Force Index Negative Flip,DOGE,B,0.3253012048192771,0.6060606060606061,0.4233633869070953,8.962962962962964,7.0,0.6746987951807228,83,27,56,20,13,33
VOL5,volume,Force Index Negative Flip,DOGE,C,0.07228915662650602,0.5714285714285714,0.1283422459893048,11.166666666666666,11.0,0.927710843373494,83,6,77,4,3,7
VOL5,volume,Force Index Negative Flip,DOGE,D,0.1927710843373494,0.4583333333333333,0.27139552814186585,9.4375,8.5,0.8072289156626506,83,16,67,11,13,24
VOL5,volume,Force Index Negative Flip,OP,ALL,0.39080459770114945,0.71875,0.5063127225639366,8.882352941176471,8.0,0.6091954022988506,87,34,53,23,9,32
VOL5,volume,Force Index Negative Flip,OP,A,0.4367816091954023,0.8148148148148148,0.5687074829931973,8.526315789473685,6.0,0.5632183908045977,87,38,49,22,5,27
VOL5,volume,Force Index Negative Flip,OP,B,0.41379310344827586,0.6875,0.5166340508806263,7.611111111111111,7.0,0.5862068965517241,87,36,51,22,10,32
VOL5,volume,Force Index Negative Flip,OP,C,0.06896551724137931,0.6,0.12371134020618556,12.5,17.0,0.9310344827586207,87,6,81,3,2,5
VOL5,volume,Force Index Negative Flip,OP,D,0.27586206896551724,0.6956521739130435,0.3950617283950617,10.666666666666666,10.5,0.7241379310344828,87,24,63,16,7,23
VOL5,volume,Force Index Negative Flip,AVAX,ALL,0.2808988764044944,0.5666666666666667,0.37560760053026954,9.04,9.0,0.7191011235955056,89,25,64,17,13,30
VOL5,volume,Force Index Negative Flip,AVAX,A,0.38202247191011235,0.8333333333333334,0.5238828967642527,8.205882352941176,6.5,0.6179775280898876,89,34,55,20,4,24
VOL5,volume,Force Index Negative Flip,AVAX,B,0.2696629213483146,0.6551724137931034,0.3820695433598659,8.041666666666666,8.0,0.7303370786516854,89,24,65,19,10,29
VOL5,volume,Force Index Negative Flip,AVAX,C,0.033707865168539325,0.4,0.062176165803108814,2.6666666666666665,1.0,0.9662921348314607,89,3,86,2,3,5
VOL5,volume,Force Index Negative Flip,AVAX,D,0.2696629213483146,0.6363636363636364,0.3788049605411499,8.875,8.5,0.7303370786516854,89,24,65,14,8,22
VOL5,volume,Force Index Negative Flip,XRP,ALL,0.3523809523809524,0.6774193548387096,0.46360381861575184,9.675675675675675,10.0,0.6476190476190476,105,37,68,21,10,31
VOL5,volume,Force Index Negative Flip,XRP,A,0.23809523809523808,0.7777777777777778,0.3645833333333333,9.48,11.0,0.7619047619047619,105,25,80,14,4,18
VOL5,volume,Force Index Negative Flip,XRP,B,0.24761904761904763,0.6086956521739131,0.35203094777562866,10.038461538461538,10.0,0.7523809523809524,105,26,79,14,9,23
VOL5,volume,Force Index Negative Flip,XRP,C,0.12380952380952381,0.5714285714285714,0.2035225048923679,7.769230769230769,7.0,0.8761904761904762,105,13,92,8,6,14
VOL5,volume,Force Index Negative Flip,XRP,D,0.23809523809523808,0.6842105263157895,0.3532608695652174,11.2,12.0,0.7619047619047619,105,25,80,13,6,19
VOL5,volume,Force Index Negative Flip,XLM,ALL,0.29292929292929293,0.6538461538461539,0.4045958145260566,10.0,9.0,0.7070707070707071,99,29,70,17,9,26
VOL5,volume,Force Index Negative Flip,XLM,A,0.23232323232323232,0.8666666666666667,0.366421568627451,9.391304347826088,8.0,0.7676767676767676,99,23,76,13,2,15
VOL5,volume,Force Index Negative Flip,XLM,B,0.21212121212121213,0.6666666666666666,0.3218390804597701,7.571428571428571,6.0,0.7878787878787878,99,21,78,14,7,21
VOL5,volume,Force Index Negative Flip,XLM,C,0.0707070707070707,0.5,0.12389380530973451,13.0,14.0,0.9292929292929293,99,7,92,5,5,10
VOL5,volume,Force Index Negative Flip,XLM,D,0.1919191919191919,0.7058823529411765,0.30178689609530107,10.736842105263158,10.0,0.8080808080808081,99,19,80,12,5,17
VOL5,volume,Force Index Negative Flip,SUI,ALL,0.46153846153846156,0.6785714285714286,0.5493975903614459,9.433333333333334,10.0,0.5384615384615384,65,30,35,19,9,28
VOL5,volume,Force Index Negative Flip,SUI,A,0.46153846153846156,0.85,0.5982404692082112,9.366666666666667,10.0,0.5384615384615384,65,30,35,17,3,20
VOL5,volume,Force Index Negative Flip,SUI,B,0.47692307692307695,0.7916666666666666,0.5952501263264275,9.32258064516129,10.0,0.5230769230769231,65,31,34,19,5,24
VOL5,volume,Force Index Negative Flip,SUI,C,0.13846153846153847,0.8571428571428571,0.23841059602649006,9.666666666666666,10.0,0.8615384615384616,65,9,56,6,1,7
VOL5,volume,Force Index Negative Flip,SUI,D,0.3076923076923077,0.7,0.4274809160305344,11.65,11.0,0.6923076923076923,65,20,45,14,6,20
VOL6,volume,Down/Up Volume Ratio Spike,BTC,ALL,0.30405405405405406,1.0,0.4663212435233161,10.2,8.0,0.6959459459459459,148,45,103,20,0,20
VOL6,volume,Down/Up Volume Ratio Spike,BTC,A,0.11486486486486487,1.0,0.20606060606060606,8.705882352941176,7.0,0.8851351351351351,148,17,131,9,0,9
VOL6,volume,Down/Up Volume Ratio Spike,BTC,B,0.21621621621621623,1.0,0.35555555555555557,10.34375,10.0,0.7837837837837838,148,32,116,15,0,15
VOL6,volume,Down/Up Volume Ratio Spike,BTC,C,0.13513513513513514,1.0,0.2380952380952381,10.1,7.5,0.8648648648648649,148,20,128,7,0,7
VOL6,volume,Down/Up Volume Ratio Spike,BTC,D,0.12837837837837837,1.0,0.22754491017964074,10.263157894736842,10.0,0.8716216216216216,148,19,129,9,0,9
VOL6,volume,Down/Up Volume Ratio Spike,ETH,ALL,0.36879432624113473,0.8387096774193549,0.5123152709359606,10.634615384615385,10.0,0.6312056737588653,141,52,89,26,5,31
VOL6,volume,Down/Up Volume Ratio Spike,ETH,A,0.28368794326241137,1.0,0.44198895027624313,8.975,8.5,0.7163120567375887,141,40,101,19,0,19
VOL6,volume,Down/Up Volume Ratio Spike,ETH,B,0.28368794326241137,0.84,0.424135319363797,10.1,10.0,0.7163120567375887,141,40,101,21,4,25
VOL6,volume,Down/Up Volume Ratio Spike,ETH,C,0.19858156028368795,1.0,0.3313609467455621,11.642857142857142,10.5,0.8014184397163121,141,28,113,11,0,11
VOL6,volume,Down/Up Volume Ratio Spike,ETH,D,0.22695035460992907,0.9411764705882353,0.36571428571428566,11.40625,11.0,0.7730496453900709,141,32,109,16,1,17
VOL6,volume,Down/Up Volume Ratio Spike,SOL,ALL,0.40875912408759124,0.8285714285714286,0.5474464857576268,10.535714285714286,12.0,0.5912408759124088,137,56,81,29,6,35
VOL6,volume,Down/Up Volume Ratio Spike,SOL,A,0.3284671532846715,0.9565217391304348,0.48900963200790315,9.177777777777777,6.0,0.6715328467153284,137,45,92,22,1,23
VOL6,volume,Down/Up Volume Ratio Spike,SOL,B,0.4233576642335766,0.875,0.5706254392129304,10.293103448275861,10.5,0.5766423357664233,137,58,79,28,4,32
VOL6,volume,Down/Up Volume Ratio Spike,SOL,C,0.1678832116788321,1.0,0.2875,10.608695652173912,10.0,0.8321167883211679,137,23,114,12,0,12
VOL6,volume,Down/Up Volume Ratio Spike,SOL,D,0.29927007299270075,0.88,0.4466452092102005,10.463414634146341,9.0,0.7007299270072993,137,41,96,22,3,25
VOL6,volume,Down/Up Volume Ratio Spike,DOGE,ALL,0.37857142857142856,0.8235294117647058,0.518699755330304,10.50943396226415,10.0,0.6214285714285714,140,53,87,28,6,34
VOL6,volume,Down/Up Volume Ratio Spike,DOGE,A,0.37142857142857144,0.9615384615384616,0.5358615004122012,9.23076923076923,8.5,0.6285714285714286,140,52,88,25,1,26
VOL6,volume,Down/Up Volume Ratio Spike,DOGE,B,0.37142857142857144,0.8181818181818182,0.5109170305676856,10.673076923076923,10.0,0.6285714285714286,140,52,88,27,6,33
VOL6,volume,Down/Up Volume Ratio Spike,DOGE,C,0.1,0.8571428571428571,0.17910447761194032,11.428571428571429,10.0,0.9,140,14,126,6,1,7
VOL6,volume,Down/Up Volume Ratio Spike,DOGE,D,0.29285714285714287,0.8333333333333334,0.4334038054968288,10.390243902439025,10.0,0.7071428571428572,140,41,99,20,4,24
VOL6,volume,Down/Up Volume Ratio Spike,OP,ALL,0.35172413793103446,0.90625,0.5067671749186226,13.137254901960784,14.0,0.6482758620689655,145,51,94,29,3,32
VOL6,volume,Down/Up Volume Ratio Spike,OP,A,0.3448275862068966,0.9259259259259259,0.5025125628140704,9.82,9.0,0.6551724137931034,145,50,95,25,2,27
VOL6,volume,Down/Up Volume Ratio Spike,OP,B,0.3586206896551724,0.90625,0.5138865224058613,12.461538461538462,13.0,0.6413793103448275,145,52,93,29,3,32
VOL6,volume,Down/Up Volume Ratio Spike,OP,C,0.05517241379310345,1.0,0.1045751633986928,10.25,11.0,0.9448275862068966,145,8,137,5,0,5
VOL6,volume,Down/Up Volume Ratio Spike,OP,D,0.2413793103448276,0.8260869565217391,0.3735955056179776,12.028571428571428,12.0,0.7586206896551724,145,35,110,19,4,23
VOL6,volume,Down/Up Volume Ratio Spike,AVAX,ALL,0.2937062937062937,0.7666666666666667,0.4247087271927896,10.976190476190476,12.5,0.7062937062937062,143,42,101,23,7,30
VOL6,volume,Down/Up Volume Ratio Spike,AVAX,A,0.3146853146853147,1.0,0.4787234042553192,8.133333333333333,5.0,0.6853146853146853,143,45,98,24,0,24
VOL6,volume,Down/Up Volume Ratio Spike,AVAX,B,0.2867132867132867,0.7931034482758621,0.42117016525234485,11.78048780487805,13.0,0.7132867132867133,143,41,102,23,6,29
VOL6,volume,Down/Up Volume Ratio Spike,AVAX,C,0.04895104895104895,0.6,0.09051724137931035,8.0,6.0,0.951048951048951,143,7,136,3,2,5
VOL6,volume,Down/Up Volume Ratio Spike,AVAX,D,0.23076923076923078,0.8181818181818182,0.36000000000000004,9.878787878787879,9.0,0.7692307692307693,143,33,110,18,4,22
VOL6,volume,Down/Up Volume Ratio Spike,XRP,ALL,0.35251798561151076,0.8064516129032258,0.4905887064477372,9.959183673469388,9.0,0.6474820143884892,139,49,90,25,6,31
VOL6,volume,Down/Up Volume Ratio Spike,XRP,A,0.2589928057553957,1.0,0.4114285714285714,8.805555555555555,7.5,0.7410071942446043,139,36,103,18,0,18
VOL6,volume,Down/Up Volume Ratio Spike,XRP,B,0.20863309352517986,0.6956521739130435,0.32099619508820476,9.689655172413794,9.0,0.7913669064748201,139,29,110,16,7,23
VOL6,volume,Down/Up Volume Ratio Spike,XRP,C,0.14388489208633093,0.7142857142857143,0.23952095808383234,8.75,8.0,0.8561151079136691,139,20,119,10,4,14
VOL6,volume,Down/Up Volume Ratio Spike,XRP,D,0.18705035971223022,0.7894736842105263,0.3024428072896472,11.0,11.5,0.8129496402877698,139,26,113,15,4,19
VOL6,volume,Down/Up Volume Ratio Spike,XLM,ALL,0.3184713375796178,0.8461538461538461,0.4627681952040386,10.48,10.0,0.6815286624203821,157,50,107,22,4,26
VOL6,volume,Down/Up Volume Ratio Spike,XLM,A,0.1910828025477707,1.0,0.3208556149732621,8.8,6.5,0.8089171974522293,157,30,127,15,0,15
VOL6,volume,Down/Up Volume Ratio Spike,XLM,B,0.22929936305732485,0.7619047619047619,0.3525091799265606,10.277777777777779,9.5,0.7707006369426752,157,36,121,16,5,21
VOL6,volume,Down/Up Volume Ratio Spike,XLM,C,0.09554140127388536,0.7,0.1681345076060849,12.2,11.0,0.9044585987261147,157,15,142,7,3,10
VOL6,volume,Down/Up Volume Ratio Spike,XLM,D,0.20382165605095542,0.8823529411764706,0.3311486719558469,10.28125,9.5,0.7961783439490446,157,32,125,15,2,17
VOL6,volume,Down/Up Volume Ratio Spike,SUI,ALL,0.39622641509433965,0.8571428571428571,0.5419354838709677,10.285714285714286,10.0,0.6037735849056604,106,42,64,24,4,28
VOL6,volume,Down/Up Volume Ratio Spike,SUI,A,0.33962264150943394,0.9,0.4931506849315068,8.666666666666666,7.0,0.660377358490566,106,36,70,18,2,20
VOL6,volume,Down/Up Volume Ratio Spike,SUI,B,0.3490566037735849,0.875,0.4990366088631984,10.216216216216216,10.0,0.6509433962264151,106,37,69,21,3,24
VOL6,volume,Down/Up Volume Ratio Spike,SUI,C,0.0660377358490566,0.5714285714285714,0.11839323467230445,10.714285714285714,13.0,0.9339622641509434,106,7,99,4,3,7
VOL6,volume,Down/Up Volume Ratio Spike,SUI,D,0.27358490566037735,0.8,0.4077328646748682,10.344827586206897,10.0,0.7264150943396226,106,29,77,16,4,20
X1,cross_asset,Broad Alt Weakness vs BTC,BTC,ALL,0.2830188679245283,0.65,0.3943377148634985,9.2,7.0,0.7169811320754716,53,15,38,13,7,20
X1,cross_asset,Broad Alt Weakness vs BTC,BTC,A,0.11320754716981132,0.4444444444444444,0.18045112781954886,6.333333333333333,6.5,0.8867924528301887,53,6,47,4,5,9
X1,cross_asset,Broad Alt Weakness vs BTC,BTC,B,0.22641509433962265,0.6666666666666666,0.3380281690140845,7.583333333333333,5.0,0.7735849056603774,53,12,41,10,5,15
X1,cross_asset,Broad Alt Weakness vs BTC,BTC,C,0.11320754716981132,0.8571428571428571,0.2,11.5,13.5,0.8867924528301887,53,6,47,6,1,7
X1,cross_asset,Broad Alt Weakness vs BTC,BTC,D,0.1320754716981132,0.5555555555555556,0.21341463414634146,9.714285714285714,9.0,0.8679245283018868,53,7,46,5,4,9
X1,cross_asset,Broad Alt Weakness vs BTC,ETH,ALL,0.3584905660377358,0.41935483870967744,0.3865414710485133,9.842105263157896,9.0,0.6415094339622641,53,19,34,13,18,31
X1,cross_asset,Broad Alt Weakness vs BTC,ETH,A,0.32075471698113206,0.5789473684210527,0.4128035320088301,7.411764705882353,5.0,0.6792452830188679,53,17,36,11,8,19
X1,cross_asset,Broad Alt Weakness vs BTC,ETH,B,0.33962264150943394,0.48,0.3977900552486188,10.61111111111111,9.0,0.660377358490566,53,18,35,12,13,25
X1,cross_asset,Broad Alt Weakness vs BTC,ETH,C,0.16981132075471697,0.7272727272727273,0.27533460803059273,10.444444444444445,9.0,0.8301886792452831,53,9,44,8,3,11
X1,cross_asset,Broad Alt Weakness vs BTC,ETH,D,0.24528301886792453,0.5294117647058824,0.335243553008596,10.153846153846153,9.0,0.7547169811320755,53,13,40,9,8,17
X1,cross_asset,Broad Alt Weakness vs BTC,SOL,ALL,0.2641509433962264,0.2857142857142857,0.2745098039215686,12.357142857142858,14.0,0.7358490566037735,53,14,39,10,25,35
X1,cross_asset,Broad Alt Weakness vs BTC,SOL,A,0.24528301886792453,0.34782608695652173,0.2876901798063624,8.307692307692308,6.0,0.7547169811320755,53,13,40,8,15,23
X1,cross_asset,Broad Alt Weakness vs BTC,SOL,B,0.2641509433962264,0.28125,0.2724324324324324,9.857142857142858,9.0,0.7358490566037735,53,14,39,9,23,32
X1,cross_asset,Broad Alt Weakness vs BTC,SOL,C,0.1320754716981132,0.3333333333333333,0.18918918918918917,8.428571428571429,7.0,0.8679245283018868,53,7,46,4,8,12
X1,cross_asset,Broad Alt Weakness vs BTC,SOL,D,0.2641509433962264,0.36,0.3047158403869407,12.714285714285714,15.5,0.7358490566037735,53,14,39,9,16,25
X1,cross_asset,Broad Alt Weakness vs BTC,DOGE,ALL,0.2830188679245283,0.3235294117647059,0.3019213174748399,9.333333333333334,7.0,0.7169811320754716,53,15,38,11,23,34
X1,cross_asset,Broad Alt Weakness vs BTC,DOGE,A,0.20754716981132076,0.34615384615384615,0.2595019659239842,8.727272727272727,9.0,0.7924528301886793,53,11,42,9,17,26
X1,cross_asset,Broad Alt Weakness vs BTC,DOGE,B,0.2830188679245283,0.3333333333333333,0.30612244897959184,8.333333333333334,7.0,0.7169811320754716,53,15,38,11,22,33
X1,cross_asset,Broad Alt Weakness vs BTC,DOGE,C,0.07547169811320754,0.42857142857142855,0.1283422459893048,15.25,17.5,0.9245283018867925,53,4,49,3,4,7
X1,cross_asset,Broad Alt Weakness vs BTC,DOGE,D,0.2641509433962264,0.4166666666666667,0.3233256351039261,9.071428571428571,7.0,0.7358490566037735,53,14,39,10,14,24
X1,cross_asset,Broad Alt Weakness vs BTC,OP,ALL,0.30434782608695654,0.3125,0.30837004405286345,12.857142857142858,15.0,0.6956521739130435,46,14,32,10,22,32
X1,cross_asset,Broad Alt Weakness vs BTC,OP,A,0.2391304347826087,0.37037037037037035,0.29062087186261554,10.909090909090908,13.0,0.7608695652173914,46,11,35,10,17,27
X1,cross_asset,Broad Alt Weakness vs BTC,OP,B,0.21739130434782608,0.25,0.23255813953488372,11.6,12.0,0.782608695652174,46,10,36,8,24,32
X1,cross_asset,Broad Alt Weakness vs BTC,OP,C,0.08695652173913043,0.6,0.15189873417721517,13.25,13.5,0.9130434782608695,46,4,42,3,2,5
X1,cross_asset,Broad Alt Weakness vs BTC,OP,D,0.2826086956521739,0.391304347826087,0.3281907433380084,9.384615384615385,7.0,0.717391304347826,46,13,33,9,14,23
X1,cross_asset,Broad Alt Weakness vs BTC,AVAX,ALL,0.16981132075471697,0.2,0.18367346938775508,11.777777777777779,11.0,0.8301886792452831,53,9,44,6,24,30
X1,cross_asset,Broad Alt Weakness vs BTC,AVAX,A,0.1320754716981132,0.20833333333333334,0.16166281755196305,6.714285714285714,6.0,0.8679245283018868,53,7,46,5,19,24
X1,cross_asset,Broad Alt Weakness vs BTC,AVAX,B,0.1320754716981132,0.20689655172413793,0.16122840690978887,8.285714285714286,7.0,0.8679245283018868,53,7,46,6,23,29
X1,cross_asset,Broad Alt Weakness vs BTC,AVAX,C,0.05660377358490566,0.4,0.09917355371900827,19.0,19.0,0.9433962264150944,53,3,50,2,3,5
X1,cross_asset,Broad Alt Weakness vs BTC,AVAX,D,0.16981132075471697,0.2727272727272727,0.20930232558139536,13.777777777777779,15.0,0.8301886792452831,53,9,44,6,16,22
X1,cross_asset,Broad Alt Weakness vs BTC,XRP,ALL,0.3018867924528302,0.3870967741935484,0.33922261484098937,11.875,13.0,0.6981132075471698,53,16,37,12,19,31
X1,cross_asset,Broad Alt Weakness vs BTC,XRP,A,0.3018867924528302,0.5555555555555556,0.39119804400978,7.375,3.5,0.6981132075471698,53,16,37,10,8,18
X1,cross_asset,Broad Alt Weakness vs BTC,XRP,B,0.33962264150943394,0.5217391304347826,0.41142857142857137,8.944444444444445,7.5,0.660377358490566,53,18,35,12,11,23
X1,cross_asset,Broad Alt Weakness vs BTC,XRP,C,0.1320754716981132,0.35714285714285715,0.1928374655647383,10.571428571428571,9.0,0.8679245283018868,53,7,46,5,9,14
X1,cross_asset,Broad Alt Weakness vs BTC,XRP,D,0.2641509433962264,0.5263157894736842,0.3517587939698492,10.142857142857142,10.0,0.7358490566037735,53,14,39,10,9,19
X1,cross_asset,Broad Alt Weakness vs BTC,XLM,ALL,0.22641509433962265,0.3076923076923077,0.26086956521739135,12.416666666666666,13.0,0.7735849056603774,53,12,41,8,18,26
X1,cross_asset,Broad Alt Weakness vs BTC,XLM,A,0.18867924528301888,0.5333333333333333,0.2787456445993031,10.3,9.0,0.8113207547169812,53,10,43,8,7,15
X1,cross_asset,Broad Alt Weakness vs BTC,XLM,B,0.18867924528301888,0.38095238095238093,0.2523659305993691,11.7,13.0,0.8113207547169812,53,10,43,8,13,21
X1,cross_asset,Broad Alt Weakness vs BTC,XLM,C,0.09433962264150944,0.3,0.14354066985645933,16.2,18.0,0.9056603773584906,53,5,48,3,7,10
X1,cross_asset,Broad Alt Weakness vs BTC,XLM,D,0.16981132075471697,0.4117647058823529,0.24045801526717556,10.222222222222221,9.0,0.8301886792452831,53,9,44,7,10,17
X1,cross_asset,Broad Alt Weakness vs BTC,SUI,ALL,0.3783783783783784,0.42857142857142855,0.40191387559808617,9.142857142857142,7.5,0.6216216216216216,37,14,23,12,16,28
X1,cross_asset,Broad Alt Weakness vs BTC,SUI,A,0.2702702702702703,0.5,0.3508771929824562,7.0,5.0,0.7297297297297297,37,10,27,10,10,20
X1,cross_asset,Broad Alt Weakness vs BTC,SUI,B,0.2972972972972973,0.4166666666666667,0.3470031545741325,8.727272727272727,7.0,0.7027027027027027,37,11,26,10,14,24
X1,cross_asset,Broad Alt Weakness vs BTC,SUI,C,0.10810810810810811,0.2857142857142857,0.1568627450980392,5.75,6.0,0.8918918918918919,37,4,33,2,5,7
X1,cross_asset,Broad Alt Weakness vs BTC,SUI,D,0.2972972972972973,0.45,0.3580470162748644,8.363636363636363,6.0,0.7027027027027027,37,11,26,9,11,20
X2,cross_asset,Multi-Asset RSI Overbought,BTC,ALL,0.1875,0.05,0.07894736842105264,9.333333333333334,9.0,0.8125,16,3,13,1,19,20
X2,cross_asset,Multi-Asset RSI Overbought,BTC,A,0.0,0.0,0.0,,,1.0,16,0,16,0,9,9
X2,cross_asset,Multi-Asset RSI Overbought,BTC,B,0.1875,0.06666666666666667,0.09836065573770493,9.333333333333334,9.0,0.8125,16,3,13,1,14,15
X2,cross_asset,Multi-Asset RSI Overbought,BTC,C,0.0,0.0,0.0,,,1.0,16,0,16,0,7,7
X2,cross_asset,Multi-Asset RSI Overbought,BTC,D,0.1875,0.1111111111111111,0.13953488372093023,12.333333333333334,12.0,0.8125,16,3,13,1,8,9
X2,cross_asset,Multi-Asset RSI Overbought,ETH,ALL,0.4375,0.12903225806451613,0.199288256227758,10.571428571428571,11.0,0.5625,16,7,9,4,27,31
X2,cross_asset,Multi-Asset RSI Overbought,ETH,A,0.3125,0.10526315789473684,0.15748031496062992,13.4,14.0,0.6875,16,5,11,2,17,19
X2,cross_asset,Multi-Asset RSI Overbought,ETH,B,0.375,0.12,0.18181818181818182,11.833333333333334,12.0,0.625,16,6,10,3,22,25
X2,cross_asset,Multi-Asset RSI Overbought,ETH,C,0.25,0.18181818181818182,0.2105263157894737,10.0,10.0,0.75,16,4,12,2,9,11
X2,cross_asset,Multi-Asset RSI Overbought,ETH,D,0.1875,0.058823529411764705,0.08955223880597013,12.333333333333334,12.0,0.8125,16,3,13,1,16,17
X2,cross_asset,Multi-Asset RSI Overbought,SOL,ALL,0.8125,0.2,0.3209876543209877,12.076923076923077,12.0,0.1875,16,13,3,7,28,35
X2,cross_asset,Multi-Asset RSI Overbought,SOL,A,0.25,0.08695652173913043,0.12903225806451613,16.25,16.0,0.75,16,4,12,2,21,23
X2,cross_asset,Multi-Asset RSI Overbought,SOL,B,0.6875,0.1875,0.29464285714285715,15.0,17.0,0.3125,16,11,5,6,26,32
X2,cross_asset,Multi-Asset RSI Overbought,SOL,C,0.25,0.16666666666666666,0.2,15.0,14.5,0.75,16,4,12,2,10,12
X2,cross_asset,Multi-Asset RSI Overbought,SOL,D,0.5625,0.16,0.2491349480968858,8.88888888888889,8.0,0.4375,16,9,7,4,21,25
X2,cross_asset,Multi-Asset RSI Overbought,DOGE,ALL,0.5625,0.17647058823529413,0.26865671641791045,12.0,13.0,0.4375,16,9,7,6,28,34
X2,cross_asset,Multi-Asset RSI Overbought,DOGE,A,0.375,0.11538461538461539,0.1764705882352941,11.0,12.0,0.625,16,6,10,3,23,26
X2,cross_asset,Multi-Asset RSI Overbought,DOGE,B,0.5625,0.18181818181818182,0.2748091603053435,15.777777777777779,17.0,0.4375,16,9,7,6,27,33
X2,cross_asset,Multi-Asset RSI Overbought,DOGE,C,0.5,0.42857142857142855,0.4615384615384615,12.625,12.5,0.5,16,8,8,3,4,7
X2,cross_asset,Multi-Asset RSI Overbought,DOGE,D,0.4375,0.20833333333333334,0.28225806451612906,11.142857142857142,10.0,0.5625,16,7,9,5,19,24
X2,cross_asset,Multi-Asset RSI Overbought,OP,ALL,0.6875,0.15625,0.25462962962962965,8.545454545454545,8.0,0.3125,16,11,5,5,27,32
X2,cross_asset,Multi-Asset RSI Overbought,OP,A,0.4375,0.1111111111111111,0.1772151898734177,13.0,13.0,0.5625,16,7,9,3,24,27
X2,cross_asset,Multi-Asset RSI Overbought,OP,B,0.625,0.15625,0.25,9.5,8.5,0.375,16,10,6,5,27,32
X2,cross_asset,Multi-Asset RSI Overbought,OP,C,0.3125,0.4,0.3508771929824561,13.0,14.0,0.6875,16,5,11,2,3,5
X2,cross_asset,Multi-Asset RSI Overbought,OP,D,0.6875,0.21739130434782608,0.3303303303303303,9.727272727272727,9.0,0.3125,16,11,5,5,18,23
X2,cross_asset,Multi-Asset RSI Overbought,AVAX,ALL,0.75,0.23333333333333334,0.35593220338983045,10.333333333333334,10.0,0.25,16,12,4,7,23,30
X2,cross_asset,Multi-Asset RSI Overbought,AVAX,A,0.3125,0.125,0.17857142857142858,16.0,17.0,0.6875,16,5,11,3,21,24
X2,cross_asset,Multi-Asset RSI Overbought,AVAX,B,0.8125,0.27586206896551724,0.41188118811881186,11.153846153846153,12.0,0.1875,16,13,3,8,21,29
X2,cross_asset,Multi-Asset RSI Overbought,AVAX,C,0.3125,0.4,0.3508771929824561,7.2,8.0,0.6875,16,5,11,2,3,5
X2,cross_asset,Multi-Asset RSI Overbought,AVAX,D,0.625,0.22727272727272727,0.3333333333333333,10.0,11.0,0.375,16,10,6,5,17,22
X2,cross_asset,Multi-Asset RSI Overbought,XRP,ALL,0.375,0.16129032258064516,0.2255639097744361,7.666666666666667,8.5,0.625,16,6,10,5,26,31
X2,cross_asset,Multi-Asset RSI Overbought,XRP,A,0.375,0.1111111111111111,0.17142857142857143,8.833333333333334,10.0,0.625,16,6,10,2,16,18
X2,cross_asset,Multi-Asset RSI Overbought,XRP,B,0.3125,0.13043478260869565,0.18404907975460122,9.2,9.0,0.6875,16,5,11,3,20,23
X2,cross_asset,Multi-Asset RSI Overbought,XRP,C,0.5625,0.35714285714285715,0.4368932038834951,12.0,13.0,0.4375,16,9,7,5,9,14
X2,cross_asset,Multi-Asset RSI Overbought,XRP,D,0.3125,0.15789473684210525,0.2097902097902098,5.6,3.0,0.6875,16,5,11,3,16,19
X2,cross_asset,Multi-Asset RSI Overbought,XLM,ALL,0.375,0.23076923076923078,0.2857142857142857,4.666666666666667,4.0,0.625,16,6,10,6,20,26
X2,cross_asset,Multi-Asset RSI Overbought,XLM,A,0.4375,0.2,0.27450980392156865,10.285714285714286,12.0,0.5625,16,7,9,3,12,15
X2,cross_asset,Multi-Asset RSI Overbought,XLM,B,0.3125,0.14285714285714285,0.196078431372549,11.0,10.0,0.6875,16,5,11,3,18,21
X2,cross_asset,Multi-Asset RSI Overbought,XLM,C,0.5,0.6,0.5454545454545454,6.625,5.5,0.5,16,8,8,6,4,10
X2,cross_asset,Multi-Asset RSI Overbought,XLM,D,0.1875,0.17647058823529413,0.1818181818181818,6.666666666666667,8.0,0.8125,16,3,13,3,14,17
