date,symbol,crash_A,crash_B,crash_C,crash_D,ret_1d,ret_3d,ret_7d,dd_52w,crash_type,severity,cluster_id,cluster_start,cluster_peak_decline
2022-06-08,OP,True,False,False,False,-0.3411552346570398,-0.37339055793991416,-0.4074675324675324,,A,-0.4074675324675324,OP_0,2022-06-03,-0.6762383345297918
2022-06-11,OP,False,False,False,True,-0.13310580204778155,0.043835616438356206,-0.4529791816223977,,D,-0.13310580204778155,OP_0,2022-06-03,-0.6762383345297918
2022-06-12,OP,False,True,False,False,-0.15354330708661412,-0.21723300970873782,-0.44635193133047213,,B,-0.21723300970873782,OP_0,2022-06-03,-0.6762383345297918
2022-06-16,OP,False,True,False,True,-0.17537942664418216,-0.10439560439560447,-0.4065533980582524,,B|D,-0.17537942664418216,OP_0,2022-06-03,-0.6762383345297918
2022-06-18,OP,False,True,False,True,-0.1293436293436293,-0.23946037099494089,-0.40813648293963256,,B|D,-0.23946037099494089,OP_0,2022-06-03,-0.6762383345297918
2022-06-22,OP,True,False,False,True,-0.1029126213592233,-0.09233791748526521,-0.220910623946037,,A|D,-0.220910623946037,OP_0,2022-06-03,-0.6762383345297918
2022-07-11,OP,False,True,False,True,-0.09756097560975618,-0.15017667844522964,-0.14107142857142874,,B|D,-0.15017667844522964,OP_1,2022-07-11,-0.5524861878453039
2022-07-19,OP,False,False,False,True,-0.11750305997552013,0.38122605363984663,0.6022222222222222,,D,-0.11750305997552013,OP_1,2022-07-11,-0.5524861878453039
2022-07-25,OP,False,False,False,True,-0.13492927094668117,-0.0479041916167664,-0.02692778457772327,,D,-0.13492927094668117,OP_1,2022-07-11,-0.5524861878453039
2022-07-26,OP,False,True,False,False,0.040251572327044016,-0.12021276595744679,0.14701803051317608,,B,-0.12021276595744679,OP_1,2022-07-11,-0.5524861878453039
2022-07-31,OP,False,False,False,True,-0.12444690265486735,0.09323204419889497,0.7225244831338411,,D,-0.12444690265486735,OP_1,2022-07-11,-0.5524861878453039
2022-08-01,OP,False,True,False,False,-0.046746683512318477,-0.17899891186071826,0.8981132075471696,,B,-0.17899891186071826,OP_1,2022-07-11,-0.5524861878453039
2022-08-09,OP,False,True,False,True,-0.149104320337197,-0.1499999999999999,-0.012836185819070867,,B|D,-0.1499999999999999,OP_1,2022-07-11,-0.5524861878453039
2022-08-10,OP,True,False,False,False,-0.028482972136222973,-0.1789638932496076,-0.21195379206428933,,A,-0.21195379206428933,OP_1,2022-07-11,-0.5524861878453039
2022-08-17,OP,True,False,False,True,-0.0920962199312716,-0.08136300417246178,-0.15806246016571068,,A|D,-0.15806246016571068,OP_1,2022-07-11,-0.5524861878453039
2022-08-18,OP,False,True,False,False,-0.09462528387585167,-0.2382165605095542,-0.23037323037323043,,B,-0.2382165605095542,OP_1,2022-07-11,-0.5524861878453039
2022-08-24,OP,False,False,False,True,-0.08027006751687926,0.04251700680272119,-0.07191521574564719,,D,-0.08027006751687926,OP_1,2022-07-11,-0.5524861878453039
2022-08-26,OP,True,True,False,True,-0.13497453310696095,-0.23555888972243066,-0.16543816543816559,,A|B|D,-0.23555888972243066,OP_1,2022-07-11,-0.5524861878453039
2022-08-30,OP,True,False,False,False,-0.07587382779198637,0.05962854349951141,-0.18679669917479358,,A,-0.18679669917479358,OP_1,2022-07-11,-0.5524861878453039
2022-09-06,OP,False,False,False,True,-0.08597662771285475,-0.08291457286432158,0.010147601476014678,,D,-0.08597662771285475,OP_1,2022-07-11,-0.5524861878453039
2022-09-12,OP,False,True,False,True,-0.09564596716630991,-0.10205527994330266,0.057595993322203665,,B|D,-0.10205527994330266,OP_1,2022-07-11,-0.5524861878453039
2022-09-16,OP,True,False,False,False,-0.01766784452296799,-0.06001690617075228,-0.21190644932671854,,A,-0.21190644932671854,OP_1,2022-07-11,-0.5524861878453039
2022-09-18,OP,False,True,False,True,-0.17771883289124668,-0.17844522968197873,-0.3361884368308351,,B|D,-0.17844522968197873,OP_1,2022-07-11,-0.5524861878453039
2022-09-24,OP,True,False,False,False,-0.029567053854276604,0.03142536475869817,-0.18744473916887705,,A,-0.18744473916887705,OP_1,2022-07-11,-0.5524861878453039
2022-10-10,OP,False,True,False,True,-0.1090047393364929,-0.11111111111111105,-0.13364055299539168,,B|D,-0.11111111111111105,OP_2,2022-10-10,-0.15248226950354615
