id,is_return,is_sharpe,is_pf,is_trades,desc
S1.11_S_aggr#g74,39.119630882448874,0.394883223384177,1.2134358298020456,311,"cooldown=5; loss_streak_cooldown=5; exclude_assets=('DOGE', 'BTC'); nr_period=7"
S1.11_S_aggr#g15,38.582545436625146,0.34479735069710304,1.1905751693204192,419,(=base)
S1.11_S_aggr#g62,38.470661228965426,0.3973075356333175,1.2141807941916118,401,cooldown=5; loss_streak_cooldown=5; nr_period=7
S1.11_S_aggr#g68,37.19968993913834,0.3959787961473671,1.2163624952095904,351,"cooldown=5; loss_streak_cooldown=5; exclude_assets=('DOGE',); nr_period=7"
S1.11_S_aggr#g32,36.29208657660183,0.3456414228984605,1.1964655223116827,392,nr_period=9
S1.11_S_aggr#g77,35.95362106104744,0.49438674159176293,1.2285091504370427,543,trailing=atr_stepped; trail_base=2.0; trail_tight=1.0; trail_at=0.05; cooldown=3; loss_streak_cooldown=3; nr_period=7
S1.11_S_aggr#g5,34.22309038000856,0.2816307185179082,1.2276621211459384,397,max_hold=28
S1.11_S_aggr#g3,32.44175127860389,0.37046111063698084,1.198398251811189,477,(=base)
S1.11_S_aggr#g36,30.980623721646435,0.4780352210600568,1.2987132469535634,258,entry_confirmation=gap_down; nr_period=5
S1.11_S_aggr#g52,30.35854239556459,0.38030326169073436,1.2087597250144466,328,entry_delay=2; entry_confirmation=close_below_open; nr_period=7
S1.11_S_aggr#g4,27.182188469839762,0.2754772445366981,1.2051438111686854,431,max_hold=21
S1.11_S_aggr#g8,24.751182987414953,0.23434762962407907,1.1056332825528405,421,max_hold=28
S1.11_S_aggr#g37,24.35394921630636,0.46123672525693427,1.3652851323204986,211,entry_confirmation=gap_down; nr_period=7
S1.11_S_aggr#g19,24.143285884629275,0.2216423416720076,1.1402775228733686,400,max_hold=21
S1.11_S_aggr#g49,23.584985205078258,0.26225806361393444,1.1291257328937143,435,entry_delay=2; nr_period=7
S1.11_S_aggr#g20,22.653676132336653,0.19459246500082705,1.1220539296343341,375,max_hold=28
S1.11_S_aggr#g7,22.077869331615677,0.21700338820150697,1.0918333313985982,441,max_hold=21
S1.11_S_aggr#g41,20.27508959957664,0.2540574979417311,1.127336255495264,381,entry_delay=1; nr_period=9
S1.11_S_aggr#g11,19.821413395977032,0.13629872418462838,1.1044882565538294,344,max_hold=28
S1.11_S_aggr#g38,18.883930966527583,0.35957728193130206,1.3816152308477816,176,entry_confirmation=gap_down; nr_period=9
S1.11_S_aggr#g55,18.752350732111676,0.32351119962300473,1.1972536533343854,212,entry_delay=2; entry_confirmation=gap_down; nr_period=7
S1.11_S_aggr#g14,17.68761119969342,0.14358416146432465,1.0690285858786384,399,max_hold=28
S1.11_S_aggr#g46,16.828891441670685,0.2670889657630659,1.251965369100575,208,entry_delay=1; entry_confirmation=gap_down; nr_period=7
S1.11_S_aggr#g16,16.021907054175163,0.14617280304065874,1.0873352998493744,361,max_hold=21
S1.11_S_aggr#g13,15.990992104205386,0.14168353476181314,1.0700666132279704,422,max_hold=21
S1.11_S_aggr#g42,15.316850302096135,0.15865676973172238,1.0920421515673713,384,entry_delay=1; entry_confirmation=close_below_open; nr_period=5
S1.11_S_aggr#g35,15.000718803661837,0.08066345421607586,1.1222292026725829,281,entry_confirmation=close_below_open; nr_period=9
S1.11_S_aggr#g25,14.432760345027797,0.14194511076692592,1.130430096842426,377,max_hold=21
S1.11_S_aggr#g56,14.217636378780734,0.2115297343803538,1.1788650842570372,175,entry_delay=2; entry_confirmation=gap_down; nr_period=9
S1.11_S_aggr#g40,14.185085244551479,0.18532191190626257,1.1010090153525192,435,entry_delay=1; nr_period=7
S1.11_S_aggr#g23,13.650445545308788,0.10022783491188283,1.078740969799698,310,max_hold=28
S1.11_S_aggr#g45,13.220743979366956,0.1926587715748419,1.129420685028407,256,entry_delay=1; entry_confirmation=gap_down; nr_period=5
S1.11_S_aggr#g26,13.092785366423973,0.11718095798796511,1.1028319774708197,351,max_hold=28
S1.11_S_aggr#g10,12.268802826079584,0.107636112098698,1.0895398407426233,376,max_hold=21
S1.11_S_aggr#g53,11.624385697956091,0.054360264073998285,1.0531050332353926,279,entry_delay=2; entry_confirmation=close_below_open; nr_period=9
S1.11_S_aggr#g47,11.429212770619424,0.15135817270063504,1.2210315178569568,174,entry_delay=1; entry_confirmation=gap_down; nr_period=9
S1.11_S_aggr#g51,9.955210344873128,0.11492019277665941,1.0646524477252903,375,entry_delay=2; entry_confirmation=close_below_open; nr_period=5
S1.11_S_aggr#g17,9.547965400587525,0.05288775922252936,1.0406829676164042,326,max_hold=28
S1.11_S_aggr#g39,9.182344865279058,0.11893283504566544,1.0837971424017507,484,entry_delay=1; nr_period=5
S1.11_S_aggr#g34,4.865748104777975,0.014083632506337275,1.0691703608109744,339,entry_confirmation=close_below_open; nr_period=7
S1.11_S_aggr#g33,4.275871078528421,0.00020950073017352486,1.0539903092890353,382,entry_confirmation=close_below_open; nr_period=5
S1.11_S_aggr#g50,2.749277591965028,-0.010706216155219557,1.0191371678034256,386,entry_delay=2; nr_period=9
S1.11_S_aggr#g43,1.1993965032851486,0.06317956764766847,1.0592242548537458,341,entry_delay=1; entry_confirmation=close_below_open; nr_period=7
S1.11_S_aggr#g22,-0.3306321135428934,0.013076983915030945,1.0500490570817014,342,max_hold=21
S1.11_S_aggr#g48,-1.3033674337877195,0.01800422555610527,1.0152639519643625,481,entry_delay=2; nr_period=5
S1.11_S_aggr#g54,-2.2508495122661034,-0.049194376443531154,1.0218721925930199,266,entry_delay=2; entry_confirmation=gap_down; nr_period=5
S1.11_S_aggr#g44,-6.563676963635412,-0.16265053750202368,0.9569740426627801,283,entry_delay=1; entry_confirmation=close_below_open; nr_period=9
S1.11_S_aggr#g29,-6.905602454830361,-0.051742340314963574,1.0064110910314776,289,max_hold=28
S1.11_S_aggr#g28,-18.067404072668907,-0.0959623584606561,1.0226654676455547,329,max_hold=21
