id,is_return,is_sharpe,is_pf,is_trades,desc
SEQ_S1.11_S+S4.04_L#g66,121.65352496448499,1.3628172130765734,1.5762861807159854,578,max_hold=14; trail_base=2.0; trail_tight=1.0; trail_at=0.05; short_nr_period=7
SEQ_S1.11_S+S4.04_L#g68,121.65352496448499,1.3628172130765734,1.5762861807159854,578,max_hold=14; trail_base=2.0; trail_tight=1.0; trail_at=0.05; cooldown=3; short_nr_period=7
SEQ_S1.11_S+S4.04_L#g61,121.65352496448499,1.3628172130765734,1.5762861807159854,578,max_hold=14; short_nr_period=7
SEQ_S1.11_S+S4.04_L#g28,121.65352496448499,1.3628172130765734,1.5762861807159854,578,max_hold=14
SEQ_S1.11_S+S4.04_L#g60,120.1300767116408,1.3183362579310787,1.5618388215875842,635,max_hold=14; short_nr_period=5
SEQ_S1.11_S+S4.04_L#g69,112.95437387898598,1.4235102021811334,1.614913449889432,506,max_hold=14; trail_base=2.0; trail_tight=1.0; trail_at=0.05; cooldown=5; short_nr_period=7
SEQ_S1.11_S+S4.04_L#g62,108.73299945086238,1.334341069394598,1.5766855739023014,530,max_hold=14; short_nr_period=9
SEQ_S1.11_S+S4.04_L#g43,108.62595276513636,1.2435915219226574,1.584218089029695,545,max_hold=14
SEQ_S1.11_S+S4.04_L#g13,102.49851073628354,1.3526334449350659,1.4940504396000394,640,max_hold=14
SEQ_S1.11_S+S4.04_L#g14,100.6799608315311,1.264331895109715,1.4538893118277842,634,max_hold=21
SEQ_S1.11_S+S4.04_L#g44,98.34858166126,1.0936504698181022,1.5398869177937902,512,max_hold=21
SEQ_S1.11_S+S4.04_L#g31,97.86282375914097,0.7680382960076813,1.4949300720680159,437,max_hold=14
SEQ_S1.11_S+S4.04_L#g42,97.56520757931098,1.1565768993057433,1.4905202164490592,592,(=base)
SEQ_S1.11_S+S4.04_L#g27,97.16143250192918,1.183811397366199,1.4534403773624422,616,(=base)
SEQ_S1.11_S+S4.04_L#g29,96.85000857083095,1.035642272846972,1.4385028462058334,553,max_hold=21
SEQ_S1.11_S+S4.04_L#g16,96.56297684583444,0.7825481237201138,1.4384433379216341,467,max_hold=14
SEQ_S1.11_S+S4.04_L#g58,95.2567726183496,1.431197018500188,1.4581776079515494,692,max_hold=14
SEQ_S1.11_S+S4.04_L#g67,94.6999007330513,1.3872335750084601,1.5653760697231542,660,max_hold=14; trailing=atr_stepped; trail_base=2.0; trail_tight=1.0; trail_at=0.05; short_nr_period=7
SEQ_S1.11_S+S4.04_L#g25,89.91357263412954,0.6895685967948867,1.4436727226743122,435,max_hold=14
SEQ_S1.11_S+S4.04_L#g19,87.67169628117502,0.6558986308714526,1.391573527274459,451,max_hold=14
SEQ_S1.11_S+S4.04_L#g59,87.01128371353867,1.2837426953882498,1.4020912858200676,683,max_hold=21
SEQ_S1.11_S+S4.04_L#g50,86.74895650354482,0.7602575227000543,1.484910288001317,518,max_hold=21
SEQ_S1.11_S+S4.04_L#g23,82.86225502844128,0.6157361859164963,1.521916631249348,377,max_hold=21
SEQ_S1.11_S+S4.04_L#g12,82.27076752583118,1.1813719930916684,1.4087982319488526,671,(=base)
SEQ_S1.11_S+S4.04_L#g22,78.86414298014431,0.5987215445493766,1.377275510139245,441,max_hold=14
SEQ_S1.11_S+S4.04_L#g34,77.38149787484957,0.5770078676862561,1.3815507593305487,425,max_hold=14
SEQ_S1.11_S+S4.04_L#g40,76.2730662555227,0.5407250290854619,1.4080872807820435,411,max_hold=14
SEQ_S1.11_S+S4.04_L#g26,76.195530266348,0.5546622000625019,1.5153173957064305,365,max_hold=21
SEQ_S1.11_S+S4.04_L#g20,75.98802312377906,0.5543220599043848,1.4343604951343454,394,max_hold=21
SEQ_S1.11_S+S4.04_L#g1,75.94498512352304,0.6332548264395411,1.36217012379864,524,max_hold=14
SEQ_S1.11_S+S4.04_L#g24,74.42541709820836,0.6269600542801157,1.3527259383902106,522,(=base)
SEQ_S1.11_S+S4.04_L#g38,74.41173415038199,0.5560913784758403,1.443365540916783,352,max_hold=21
SEQ_S1.11_S+S4.04_L#g4,73.44534876627496,0.5630403703201977,1.364754804003445,506,max_hold=14
SEQ_S1.11_S+S4.04_L#g47,72.03189103556728,0.7145903780860096,1.3919236621335136,544,max_hold=21
SEQ_S1.11_S+S4.04_L#g41,70.71987263011368,0.5383110740272827,1.406847165189765,339,max_hold=21
SEQ_S1.11_S+S4.04_L#g21,69.82568803884851,0.5974294516767304,1.3331060129224557,525,(=base)
SEQ_S1.11_S+S4.04_L#g53,69.2666311320505,0.6213020182803141,1.4291948181047769,493,max_hold=21
SEQ_S1.11_S+S4.04_L#g36,68.61576925177535,0.5636376285995867,1.3358255339230958,504,(=base)
SEQ_S1.11_S+S4.04_L#g57,68.53688148892321,1.1230152050355895,1.3131839716724056,718,(=base)
SEQ_S1.11_S+S4.04_L#g37,68.33267966081668,0.4869159098554323,1.3571619691840473,418,max_hold=14
SEQ_S1.11_S+S4.04_L#g18,67.50139018081545,0.5713722728358019,1.326405564279956,531,(=base)
SEQ_S1.11_S+S4.04_L#g39,66.03046307617012,0.5395890476797724,1.3078754104218158,500,(=base)
SEQ_S1.11_S+S4.04_L#g33,64.45212476205288,0.5410459127050609,1.315930452371329,509,(=base)
SEQ_S1.11_S+S4.04_L#g35,63.52149008166214,0.485021371582566,1.3591617779842926,362,max_hold=21
