base_id,v3_oos,v3_sharpe,v4_best_oos,v5_best_oos,v5_sharpe,improved_over_v4,v5_change
S2.08_L_aggr_F3,11.772081704779385,0.6810185100287806,27.745671444172736,,,False,(none — keep v4)
