strategy_id,symbol,direction,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,pnl_pct,status
SEQ_S1.11_S+S3.01_L,XLM,SHORT,2026-06-04,0.2088,2026-06-04,0.21924000000000002,stop_loss,0,-5.21,closed
SEQ_S1.11_S+S3.01_L#v5,XLM,LONG,2026-06-04,0.2088,2026-06-06,0.1962,eod,2,-6.222,OPEN (MtM)
SEQ_S1.11_S+S4.04_L,XLM,LONG,2026-06-04,0.2088,2026-06-04,0.19836,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,XRP,LONG,2026-06-04,1.2012,2026-06-04,1.14114,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S3.01_L#v5,SOL,LONG,2026-06-05,68.87,2026-06-05,62.84087069664464,atr_stop,0,-8.937,closed
SEQ_S1.11_S+S3.01_L#v5,AVAX,LONG,2026-06-06,6.73,2026-06-06,6.666,eod,0,-1.149,OPEN (MtM)
SEQ_S1.11_S+S3.01_L#v5,BTC,LONG,2026-06-06,61056.47,2026-06-06,60951.72,eod,0,-0.371,OPEN (MtM)
SEQ_S1.11_S+S3.01_L#v5,DOGE,LONG,2026-06-06,0.08149,2026-06-06,0.08113,eod,0,-0.641,OPEN (MtM)
SEQ_S1.11_S+S3.01_L#v5,ETH,LONG,2026-06-06,1583.4,2026-06-06,1570.92,eod,0,-0.986,OPEN (MtM)
SEQ_S1.11_S+S3.01_L#v5,SUI,LONG,2026-06-06,0.7033,2026-06-06,0.703,eod,0,-0.242,OPEN (MtM)
SEQ_S1.11_S+S4.04_L,AVAX,LONG,2026-06-06,6.73,2026-06-06,6.3935,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,BTC,LONG,2026-06-06,61056.47,2026-06-06,60951.72,eod,0,-0.371,OPEN (MtM)
SEQ_S1.11_S+S4.04_L,ETH,LONG,2026-06-06,1583.4,2026-06-06,1570.92,eod,0,-0.986,OPEN (MtM)
SEQ_S1.11_S+S4.04_L,SOL,LONG,2026-06-06,63.64,2026-06-06,60.458,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,SUI,LONG,2026-06-06,0.7033,2026-06-06,0.668135,stop_loss,0,-5.19,closed
