strategy_id,oos_w1,oos_w2,oos_w3,oos_w4,oos_w5,windows_positive,wf_validated
SEQ_S1.11_S+S3.01_L#v5,45.654721254798496,35.56631447241383,19.536207438854703,8.838680771081336,-1.471572630154926,4,True
