name,members,total_return,avg_asset_return,sharpe,max_drawdown,n_trades,win_rate,profit_factor,n_assets
P1_Top3,SEQ_S1.11_S+S4.04_L; S2.08_L_aggr_F9; S3.12_S_aggr_F8,244.00943773223312,81.33647924407772,1.257110508311177,-58.91358047034538,620,0.432258064516129,1.3587874939499618,9
P2_DirSplit,SEQ_S1.11_S+S4.04_L; S2.08_L_aggr_F3; S7.04_S_trail,195.4195381073691,65.13984603578969,1.2938318989071456,-50.22682723371352,684,0.4371345029239766,1.3211949079303886,9
P3_SEQonly,SEQ_S1.11_S+S4.04_L; SEQ_S1.11_S+S3.01_L; SEQ_S5.02_S+S3.01_L,84.30646001708428,28.102153339028085,0.5075480237830399,-57.629737719050524,704,0.3934659090909091,1.1160007970822055,9
P4_All7,SEQ_S1.11_S+S4.04_L; S2.08_L_aggr_F9; S2.08_L_aggr_F3; S3.12_S_aggr_F8; S1.11_S_aggr; SEQ_S1.11_S+S3.01_L; S7.04_S_trail,85.55204399438207,66.54047866229716,0.9065592428162375,-27.347181403380475,673,0.4101040118870728,1.2567208724793875,9
