strategy_id,base_id,module,base_oos_return,cand_oos_return,delta_oos_return,base_oos_sharpe,cand_oos_sharpe,base_oos_pf,cand_oos_pf,base_oos_trades,cand_oos_trades,is_return_base,is_return_cand,is_gate_pass,verdict
S7.04_S_trail+A1+FC4,S7.04_S_trail,combo,14.755192695334111,3.751583336997137,-11.003609358336973,1.8261349195710923,0.813639255636636,1.5742762594228232,1.2082087760753162,180,109,24.372917561634278,25.5330965356626,True,reject
S7.04_S_trail+FC2,S7.04_S_trail,C,14.755192695334111,-1.2518161455612906,-16.007008840895402,1.8261349195710923,-0.5283108487737667,1.5742762594228232,0.938163391273506,180,55,24.372917561634278,9.501101340837398,False,reject
SEQ_S1.11_S+S3.01_L+F1,SEQ_S1.11_S+S3.01_L,F,38.900778234558985,63.164925328790645,24.26414709423166,0.828711305564829,0.8442135919177164,1.2082888630789181,1.4268910654423497,575,502,35.15736576249183,27.668209059615887,False,adopt
SEQ_S1.11_S+S3.01_L+F2,SEQ_S1.11_S+S3.01_L,F,38.900778234558985,46.41665131174356,7.5158730771845725,0.828711305564829,0.5559936116308042,1.2082888630789181,1.2937627199856157,575,439,35.15736576249183,2.867463477115754,False,adopt
SEQ_S1.11_S+S3.01_L+E1,SEQ_S1.11_S+S3.01_L,E,38.900778234558985,44.979620355813914,6.0788421212549295,0.828711305564829,0.8704775654020247,1.2082888630789181,1.2633172794870648,575,630,35.15736576249183,68.53688148892321,True,adopt
SEQ_S1.11_S+S3.01_L+D1,SEQ_S1.11_S+S3.01_L,D,38.900778234558985,41.65831275997709,2.7575345254181087,0.828711305564829,0.9000800098332477,1.2082888630789181,1.2198655163692307,575,450,35.15736576249183,39.738623184824846,True,adopt
SEQ_S1.11_S+S3.01_L+FC1,SEQ_S1.11_S+S3.01_L,C,38.900778234558985,41.31360280714212,2.4128245725831334,0.828711305564829,0.930247642902694,1.2082888630789181,1.2398216596668015,575,536,35.15736576249183,23.909600413511516,False,adopt
SEQ_S1.11_S+S3.01_L+A1,SEQ_S1.11_S+S3.01_L,A,38.900778234558985,38.87564768387905,-0.02513055067993264,0.828711305564829,0.43638512802660134,1.2082888630789181,1.2053075041784014,575,442,35.15736576249183,27.847862953349747,False,reject
SEQ_S1.11_S+S3.01_L+A2,SEQ_S1.11_S+S3.01_L,A,38.900778234558985,37.38578255967453,-1.514995674884453,0.828711305564829,0.5353002999033539,1.2082888630789181,1.200328632617065,575,495,35.15736576249183,16.450571921560744,False,reject
SEQ_S1.11_S+S3.01_L+A3+B2,SEQ_S1.11_S+S3.01_L,combo,38.900778234558985,36.5227095579767,-2.378068676582288,0.828711305564829,0.4661554293932114,1.2082888630789181,1.2649487178915433,575,523,35.15736576249183,48.84025401496834,True,reject
SEQ_S1.11_S+S3.01_L+D2,SEQ_S1.11_S+S3.01_L,D,38.900778234558985,36.358689995900384,-2.5420882386586,0.828711305564829,0.828711305564829,1.2082888630789181,1.2082888630789181,575,575,35.15736576249183,48.94665439203931,True,reject
