id,base_id,module,universe,weighted,is_return,is_sharpe,is_pf,is_trades,oos_return,oos_sharpe,oos_pf,oos_trades,oos_assets,oos_sl_hit,is_sl_hit
S7.04_S_trail+FC4,S7.04_S_trail,C,full,False,25.59921648067077,3.224885387091353,2.375325905607524,20,4.4606684560627805,1.053906582640747,1.2444277067070264,109,9,0.0,0.0
S7.04_S_trail+FC5,S7.04_S_trail,C,full,False,20.547866536174705,4.766850174969519,2.5160735517002997,41,8.837379491800831,3.191823218920048,1.7563116972415282,21,2,0.0,0.0
S7.04_S_trail+FC3,S7.04_S_trail,C,full,False,17.78484907538296,2.0474645714635247,1.642734556630892,155,35.83621042786166,2.1151875017365813,2.3219585715162956,175,9,0.0,0.0
S7.04_S_trail+F1,S7.04_S_trail,F,full,False,14.487477059116298,0.7653925275284346,1.3687911051471722,150,30.694354990229368,0.6114206114943092,1.5337336189913666,180,9,0.0,0.0
S7.04_S_trail+F2,S7.04_S_trail,F,full,False,-4.531096939183231,-0.12327797773354596,0.9853029971233978,143,36.8314833696934,0.5442254878011158,1.504411404011048,180,9,0.0,0.0
S7.04_S_trail+F3,S7.04_S_trail,F,full,False,18.81416161497539,1.2296381964138112,1.4934548457717725,158,24.333464556768934,1.3629307912488362,1.7779846960139574,180,9,0.0,0.0
S7.04_S_trail+D1,S7.04_S_trail,D,ex_weak,False,12.639530590034116,1.0861927097512736,1.3347441646306482,158,22.299245139304748,2.4575650026563762,1.7497256180492233,161,7,0.0,0.0
S7.04_S_trail+D2,S7.04_S_trail,D,full,True,25.40487770186045,2.8667522980520586,1.8244341699950837,161,16.20146822005057,1.8261349195710923,1.5742762594228232,180,9,0.0,0.0
SEQ_S1.11_S+S4.04_L+A4+B2,SEQ_S1.11_S+S4.04_L,combo,full,False,91.976402898854,1.2122212359578315,1.7795043688241212,675,46.7132696486964,0.662525115690102,1.317303883740471,595,9,0.2134453781512605,0.1925925925925926
SEQ_S1.11_S+S4.04_L+A4+FC1,SEQ_S1.11_S+S4.04_L,combo,full,False,55.48064409493506,0.5084093065623385,1.272358625443539,479,86.86901656576701,0.907643613256031,1.5142721247658502,418,9,0.3349282296650718,0.35073068893528186
SEQ_S1.11_S+S4.04_L+A4+FC1+D1,SEQ_S1.11_S+S4.04_L,combo,ex_weak,False,66.15566836118794,0.636969772665968,1.3413829383228777,363,98.4763368145453,0.9932535360160362,1.577578022316187,321,7,0.3302180685358255,0.3333333333333333
SEQ_S1.11_S+S4.04_L+F3+FC1,SEQ_S1.11_S+S4.04_L,combo,full,False,94.5188488267746,1.570037186443424,1.65565215922835,671,27.304877806595485,0.5361693414499907,1.2089465992885926,594,9,0.0,0.0
S2.08_L_aggr_F9+A3+B2,S2.08_L_aggr_F9,combo,full,False,16.117647105363986,0.7728266956019696,1.5915041086935338,169,39.5173603210287,1.6084200386728662,2.140435746972444,187,9,0.18181818181818182,0.1797752808988764
S2.08_L_aggr_F9+A3+FC1,S2.08_L_aggr_F9,combo,full,False,51.33903309898058,1.0020791397149684,1.7225216048615293,137,-12.648315286339008,-0.3779068765577971,0.8967848215329265,152,9,0.4342105263157895,0.2808219178082192
S2.08_L_aggr_F9+A3+FC1+D1,S2.08_L_aggr_F9,combo,ex_weak,False,28.812179848381845,0.45825837306299627,1.2623423678169579,149,-22.759366213345995,-0.5191666411585756,0.8660902225801176,139,7,0.4172661870503597,0.28187919463087246
S2.08_L_aggr_F9+F2+FC1,S2.08_L_aggr_F9,combo,full,False,36.62421496427517,1.08950726380063,1.700392359824201,136,5.9963760392491245,-0.05809264721675647,1.0912834151357258,157,9,0.0,0.0
S2.08_L_aggr_F3+A1+B2,S2.08_L_aggr_F3,combo,full,False,10.750223729880426,0.7583052183573099,1.6696742377833602,99,13.063924682236754,0.8962575138272634,1.6173398401116692,65,5,0.25252525252525254,0.24107142857142858
S2.08_L_aggr_F3+A1+FC1,S2.08_L_aggr_F3,combo,full,False,55.19611371761221,2.28828412748944,2.9275800142628188,44,12.885041011631582,1.0185749483874549,1.6327620600237451,20,2,0.421875,0.34210526315789475
S2.08_L_aggr_F3+A1+FC1+D1,S2.08_L_aggr_F3,combo,ex_weak,False,77.16939437920396,3.104670533286004,4.046457333869823,22,3.295649925913313,0.17701589718442548,1.0775975160385645,10,1,0.44680851063829785,0.2962962962962963
S2.08_L_aggr_F3+F1+FC1,S2.08_L_aggr_F3,combo,full,False,25.0203154462176,1.9113752163928568,2.6184272881950794,45,23.432674912290523,1.8437406495888613,1.9791634251654648,20,2,0.0,0.0
S3.12_S_aggr_F8+A1+B2,S3.12_S_aggr_F8,combo,full,False,40.30231303788104,0.7186611777179361,1.4234413302200741,455,50.63235828992919,1.0924820811075588,1.5777804863807272,423,9,0.21040189125295508,0.2087912087912088
S3.12_S_aggr_F8+A1+FC1,S3.12_S_aggr_F8,combo,full,False,4.631127821656148,0.1168714739281908,1.096036982863213,302,46.291572347306314,0.6858140464430221,1.3544253172482303,285,9,0.3894736842105263,0.4304635761589404
S3.12_S_aggr_F8+A1+FC1+D1,S3.12_S_aggr_F8,combo,ex_weak,False,-6.561466052924607,-0.01339637674388426,1.027137208861828,232,23.842741243746673,0.3024908936569641,1.1540038287374805,220,7,0.41818181818181815,0.4267241379310345
S3.12_S_aggr_F8+F3+FC1,S3.12_S_aggr_F8,combo,full,False,26.512356003204726,0.6904801774585521,1.2907882432507205,422,43.786972050560315,0.980123131352503,1.4896767285258359,412,9,0.0,0.0
S1.11_S_aggr+A3+B2,S1.11_S_aggr,combo,full,False,58.54291471813114,0.8287411726672059,1.4868903329665297,604,34.60644880750725,0.48147481222270144,1.236058227931585,506,9,0.17984189723320157,0.15894039735099338
S1.11_S_aggr+A3+FC1,S1.11_S_aggr,combo,full,False,18.308458287865136,0.11355518996338024,1.1310953388667488,380,-11.58495426077906,-0.23357686716944137,0.9249717613032887,316,9,0.36075949367088606,0.32894736842105265
S1.11_S_aggr+A3+FC1+D1,S1.11_S_aggr,combo,ex_weak,False,26.32150347261155,0.16933154457970348,1.179495232654658,287,-5.1811309368717104,-0.0569902142105992,0.9801443734309437,244,7,0.3483606557377049,0.3240418118466899
S1.11_S_aggr+F3+FC1,S1.11_S_aggr,combo,full,False,51.29158638009316,1.1010721619325536,1.4549570272935644,606,18.54795833949376,0.31795620457186635,1.129285105356361,521,9,0.0,0.0
SEQ_S1.11_S+S3.01_L+A3+B2,SEQ_S1.11_S+S3.01_L,combo,full,False,48.84025401496834,0.6703840178162019,1.3603345518210965,633,36.5227095579767,0.4661554293932114,1.2649487178915433,523,9,0.1835564053537285,0.16903633491311215
SEQ_S1.11_S+S3.01_L+A3+FC1,SEQ_S1.11_S+S3.01_L,combo,full,False,24.480181383379072,0.08828576727153176,1.0905273512434874,455,13.836237751925456,0.07973857204414424,1.077975611522199,386,9,0.2823834196891192,0.2725274725274725
SEQ_S1.11_S+S3.01_L+A3+FC1+D1,SEQ_S1.11_S+S3.01_L,combo,ex_weak,False,31.531587476153618,0.17292516576499325,1.131360365005807,345,10.672713770263915,0.10099896050476168,1.0632659988630764,294,7,0.2687074829931973,0.263768115942029
SEQ_S1.11_S+S3.01_L+F3+FC1,SEQ_S1.11_S+S3.01_L,combo,full,False,56.27838242972595,1.1286890197589519,1.435922617590802,647,33.65744504933556,0.6199928563721486,1.2325581606900486,546,9,0.0,0.0
S7.04_S_trail+A1+B2,S7.04_S_trail,combo,full,False,24.999942378608537,2.9214596868504463,1.8503849847423763,161,9.738809756110582,1.6625873598293015,1.3688206228675788,180,9,0.0,0.0
S7.04_S_trail+A1+FC4,S7.04_S_trail,combo,full,False,25.5330965356626,3.2240776688193966,2.3718888244823724,20,3.751583336997137,0.813639255636636,1.2082087760753162,109,9,0.0,0.0
S7.04_S_trail+A1+FC4+D1,S7.04_S_trail,combo,ex_weak,False,8.525840863644834,1.4882997532623083,1.5806737778712563,62,8.611101751418323,2.1978943868389,1.4493769496275741,93,7,0.0,0.0
S7.04_S_trail+F3+FC4,S7.04_S_trail,combo,full,False,17.568788603847356,1.0419391228477626,1.4390088924167215,10,4.960764580762592,-0.10558746575396248,1.651315669393889,109,9,0.0,0.0
