base_id,tier,best_id,improved,base_oos_return,best_oos_return,delta,base_oos_sharpe,best_oos_sharpe,base_oos_pf,best_oos_pf
SEQ_S1.11_S+S4.04_L,S,SEQ_S1.11_S+S4.04_L+A4,True,44.979620355813914,78.17335307083734,33.19373271502342,0.8704775654020247,0.7806024311412897,1.2633172794870648,1.4699783070135999
S2.08_L_aggr_F9,A,S2.08_L_aggr_F9+A4,True,16.576320977861428,23.810893761557498,7.23457278369607,0.5898309509575087,0.3175087292827242,1.2617331524901496,1.2903703653986425
S2.08_L_aggr_F3,A,S2.08_L_aggr_F3+A4,True,11.772081704779385,27.745671444172736,15.97358973939335,0.6810185100287806,0.9521406308855683,1.4987217680810605,1.9732321928859204
S3.12_S_aggr_F8,B,S3.12_S_aggr_F8,False,43.621023093201615,43.621023093201615,0.0,0.7178704813207012,0.7178704813207012,1.272316957650161,1.272316957650161
S1.11_S_aggr,B,S1.11_S_aggr+B2,True,24.096085480002714,36.162169439391874,12.066083959389161,0.3154663589227684,0.7820534152618204,1.1111053173539964,1.2623039726761311
SEQ_S1.11_S+S3.01_L,B,SEQ_S1.11_S+S3.01_L+E1,True,38.900778234558985,44.979620355813914,6.0788421212549295,0.828711305564829,0.8704775654020247,1.2082888630789181,1.2633172794870648
S7.04_S_trail,B,S7.04_S_trail,False,14.755192695334111,14.755192695334111,0.0,1.8261349195710923,1.8261349195710923,1.5742762594228232,1.5742762594228232
